Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-171319:R-HSA-171319	2	20	0.001545595	"Q9Y230, Q9Y265"	3	3	3881	862.4444444	0.010769127	0.010769127	0.79425254
SMART	SM00745:MIT	2	20	0.017393239	"Q9UBP0, O75351"	9	8	3655	101.5277778	0.017393239	0.008734768	1.739323898
INTERPRO	IPR027238:RuvB-like	2	20	0.003170687	"Q9Y230, Q9Y265"	10	2	5673	567.3	0.049542266	0.00843284	2.229951389
INTERPRO	"IPR010339:TIP49, C-terminal"	2	20	0.003170687	"Q9Y230, Q9Y265"	10	2	5673	567.3	0.049542266	0.00843284	2.229951389
GOTERM_MF_DIRECT	GO:0051082~unfolded protein binding	3	30	0.001933225	"Q9Y230, Q9UQ90, O14656"	10	42	5569	39.77857143	0.058224157	0.014885103	1.648670599
GOTERM_MF_DIRECT	GO:0043141~ATP-dependent 5'-3' DNA helicase activity	2	20	0.006450436	"Q9Y230, Q9Y265"	10	4	5569	278.45	0.181769529	0.039328007	5.407711246
REACTOME_PATHWAY	R-HSA-3214847:R-HSA-3214847	2	20	0.030177285	"Q9Y230, Q9Y265"	3	59	3881	43.85310734	0.1930503	0.101696209	14.61245768
INTERPRO	IPR007330:MIT	2	20	0.014197838	"Q9UBP0, O75351"	10	9	5673	126.0666667	0.204507181	0.032156405	9.656065818
GOTERM_BP_DIRECT	GO:0051013~microtubule severing	2	20	0.003229277	"Q9UBP0, Q9BW62"	10	2	5570	557	0.317280536	0.173731603	3.63401318
GOTERM_BP_DIRECT	GO:0000492~box C/D snoRNP assembly	2	20	0.004840436	"Q9Y230, Q9Y265"	10	3	5570	371.3333333	0.435919506	0.173745774	5.401665016
GOTERM_MF_DIRECT	GO:0003678~DNA helicase activity	2	20	0.023998854	"Q9Y230, Q9Y265"	10	15	5569	74.25333333	0.529065875	0.117949683	18.83489659
GOTERM_BP_DIRECT	GO:1904874~positive regulation of telomerase RNA localization to Cajal body	2	20	0.008055812	"Q9Y230, Q9Y265"	10	5	5570	222.8	0.61497054	0.212277065	8.841201069
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	4	40	0.035482726	"O75351, Q15645, Q9Y230, Q9BW62"	10	477	5569	4.670020964	0.673705079	0.147850567	26.68216246
GOTERM_BP_DIRECT	GO:0043968~histone H2A acetylation	2	20	0.009660035	"Q9Y230, Q9Y265"	10	6	5570	185.6666667	0.681911454	0.204739144	10.51423071
INTERPRO	"IPR012340:Nucleic acid-binding, OB-fold"	2	20	0.06921433	"Q9Y230, Q9Y265"	10	45	5673	25.21333333	0.6826087	0.133638036	39.91155852
GOTERM_MF_DIRECT	GO:0005515~protein binding	10	100	0.038571538	"Q9UBP0, O15381, O75351, Q15645, Q9Y230, Q9UQ90, Q9Y265, Q6PIW4, Q9BW62, O14656"	10	3880	5569	1.435309278	0.704589298	0.141375497	28.67491612
GOTERM_BP_DIRECT	GO:0008089~anterograde axonal transport	2	20	0.011261951	"Q9UBP0, Q9UQ90"	10	7	5570	159.1428571	0.737223102	0.199678415	12.15684806
GOTERM_BP_DIRECT	GO:0007283~spermatogenesis	3	30	0.016470975	"Q15645, Q9Y265, Q9BW62"	10	126	5570	13.26190476	0.859107664	0.244190265	17.3098579
GOTERM_BP_DIRECT	GO:0043967~histone H4 acetylation	2	20	0.02082517	"Q9Y230, Q9Y265"	10	13	5570	85.69230769	0.916534217	0.266857225	21.40388104
GAD_DISEASE	Apoplexy|Cerebral Hemorrhage|Cerebral Hemorrhages|Intracranial Hemorrhages|Stroke|Subarachnoid Hemorrhage	2	20	0.096422378	"O15381, Q9Y230"	9	56	4450	17.65873016	0.978782816	0.978782816	60.00141509
GAD_DISEASE	"Hemoglobin A, Glycosylated"	2	20	0.09970998	"Q9UQ90, Q9BW62"	9	58	4450	17.04980843	0.981527207	0.864085346	61.29757055
GOTERM_BP_DIRECT	GO:0040008~regulation of growth	2	20	0.036581269	"Q9Y230, Q9Y265"	10	23	5570	48.43478261	0.987692208	0.386523696	34.72097722
GOTERM_BP_DIRECT	GO:0032508~DNA duplex unwinding	2	20	0.044374477	"Q9Y230, Q9Y265"	10	28	5570	39.78571429	0.995279876	0.414677341	40.51528944
GOTERM_BP_DIRECT	GO:0006310~DNA recombination	2	20	0.068937584	"Q9Y230, Q9Y265"	10	44	5570	25.31818182	0.999781477	0.535241775	55.84484008
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	2	20	0.084002995	"Q9Y230, Q9Y265"	10	54	5570	20.62962963	0.999968121	0.578020329	63.36459818
