Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	"IPR020843:Polyketide synthase, enoylreductase"	6	9.677419355	1.35E-07	"Q9BV79, P00326, P49327, P00325, Q8N4Q0, P08319"	61	13	5673	42.92307692	1.39E-05	1.74E-06	1.50E-04
INTERPRO	IPR013154:Alcohol dehydrogenase GroES-like	6	9.677419355	1.35E-07	"Q9BV79, P00326, P00325, Q8N4Q0, P11766, P08319"	61	13	5673	42.92307692	1.39E-05	1.74E-06	1.50E-04
GOTERM_MF_DIRECT	GO:0008173~RNA methyltransferase activity	5	8.064516129	1.92E-07	"Q5T8I9, Q7L2J0, Q96RS0, Q8TEA1, Q96P11"	62	6	5569	74.85215054	3.44E-05	1.15E-05	2.37E-04
GOTERM_BP_DIRECT	GO:0030488~tRNA methylation	5	8.064516129	1.58E-06	"O14717, Q9UJA5, Q5T8I9, Q8TEA1, Q96FX7"	62	9	5570	49.91039427	3.54E-04	1.18E-04	0.002012305
KEGG_PATHWAY	hsa00980:Metabolism of xenobiotics by cytochrome P450	7	11.29032258	2.66E-06	"P00326, P00325, P28845, P11766, O75828, P16152, P08319"	32	44	3211	15.96377841	1.25E-04	6.24E-05	0.002523307
GAD_DISEASE	drug-related genes 	9	14.51612903	8.68E-06	"Q92506, P51580, Q14353, P00326, P00325, P11086, P50135, P08319, P40261"	48	102	4450	8.180147059	0.002964954	0.002964954	0.011833118
GAD_DISEASE	Alcoholism|Diseases in Twins|Flushing	4	6.451612903	1.09E-05	"P00326, P00325, P11766, P08319"	48	5	4450	74.16666667	0.003715633	0.001859545	0.014834437
GOTERM_BP_DIRECT	GO:0001510~RNA methylation	4	6.451612903	1.23E-05	"Q9UI43, Q5T8I9, Q7L2J0, Q8TEA1"	62	5	5570	71.87096774	0.002765496	6.92E-04	0.015722905
GOTERM_BP_DIRECT	GO:0018022~peptidyl-lysine methylation	4	6.451612903	1.23E-05	"Q8WXB1, Q5T8I9, Q5VZV1, Q7Z624"	62	5	5570	71.87096774	0.002765496	6.92E-04	0.015722905
INTERPRO	"IPR002328:Alcohol dehydrogenase, zinc-type, conserved site"	4	6.451612903	3.82E-05	"P00326, P00325, P11766, P08319"	61	7	5673	53.14285714	0.003927731	4.37E-04	0.042635672
REACTOME_PATHWAY	R-HSA-71384:R-HSA-71384	4	6.451612903	3.98E-05	"P00326, P00325, P11766, P08319"	37	8	3881	52.44594595	0.002264836	0.002264836	0.039422008
GOTERM_BP_DIRECT	GO:0006069~ethanol oxidation	4	6.451612903	6.73E-05	"P00326, P00325, P11766, P08319"	62	8	5570	44.91935484	0.015034193	0.003025086	0.085974835
GOTERM_MF_DIRECT	GO:0008757~S-adenosylmethionine-dependent methyltransferase activity	4	6.451612903	6.74E-05	"Q9UIC8, Q7L2J0, Q8TEA1, Q96P11"	62	8	5569	44.91129032	0.011985362	0.003009902	0.082861259
KEGG_PATHWAY	hsa05204:Chemical carcinogenesis	6	9.677419355	6.91E-05	"P00326, P00325, P28845, P11766, P16152, P08319"	32	47	3211	12.80984043	0.003242719	0.001082077	0.065616876
KEGG_PATHWAY	hsa00350:Tyrosine metabolism	5	8.064516129	9.17E-05	"P00326, P00325, P11086, P11766, P08319"	32	26	3211	19.296875	0.004300926	0.00107697	0.087066708
GAD_DISEASE	Spinal Dysraphism	6	9.677419355	1.16E-04	"O43148, Q9Y6K1, O14717, Q14353, P40261, Q14749"	48	47	4450	11.83510638	0.039024626	0.013181189	0.158515551
GOTERM_BP_DIRECT	GO:0055114~oxidation-reduction process	12	19.35483871	1.82E-04	"Q92506, Q9BV79, Q8N4T8, O60701, P49327, Q8N8N7, P28845, Q6UWP2, Q8N4Q0, O75828, P16152, Q9BPX1"	62	279	5570	3.864030524	0.040070098	0.006792661	0.231931088
GOTERM_MF_DIRECT	GO:0016279~protein-lysine N-methyltransferase activity	4	6.451612903	2.56E-04	"Q8WXB1, Q5T8I9, Q5VZV1, Q9H867"	62	12	5569	29.94086022	0.044876081	0.009140804	0.315156559
INTERPRO	IPR023267:RNA (C5-cytosine) methyltransferase	3	4.838709677	3.28E-04	"Q8TEA1, Q96P11, Q96CB9"	61	3	5673	93	0.033204773	0.003371162	0.365248113
INTERPRO	"IPR000940:Methyltransferase, NNMT/PNMT/TEMT"	3	4.838709677	3.28E-04	"O95050, P11086, P40261"	61	3	5673	93	0.033204773	0.003371162	0.365248113
INTERPRO	IPR001678:Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p	3	4.838709677	3.28E-04	"Q8TEA1, Q96P11, Q96CB9"	61	3	5673	93	0.033204773	0.003371162	0.365248113
INTERPRO	"IPR025820:Methyltransferase NNMT/PNMT/TEMT, conserved site"	3	4.838709677	3.28E-04	"O95050, P11086, P40261"	61	3	5673	93	0.033204773	0.003371162	0.365248113
GOTERM_MF_DIRECT	GO:0016428~tRNA (cytosine-5-)-methyltransferase activity	3	4.838709677	3.52E-04	"O14717, Q5T8I9, Q8TEA1"	62	3	5569	89.82258065	0.06100688	0.010436347	0.431818481
GOTERM_MF_DIRECT	"GO:0000179~rRNA (adenine-N6,N6-)-dimethyltransferase activity"	3	4.838709677	3.52E-04	"Q5T8I9, Q9UNQ2, Q9H5Q4"	62	3	5569	89.82258065	0.06100688	0.010436347	0.431818481
GAD_DISEASE	hearing loss	5	8.064516129	5.02E-04	"P00326, P00325, P50135, P11766, P08319"	48	36	4450	12.87615741	0.157928734	0.042062418	0.682696817
KEGG_PATHWAY	hsa00830:Retinol metabolism	4	6.451612903	7.11E-04	"P00326, P00325, P11766, P08319"	32	19	3211	21.125	0.032894968	0.006667309	0.673672982
GOTERM_MF_DIRECT	"GO:0004024~alcohol dehydrogenase activity, zinc-dependent"	3	4.838709677	0.00115551	"P00326, P00325, P08319"	62	5	5569	53.89354839	0.186944409	0.029132341	1.412720933
GOTERM_MF_DIRECT	GO:0004022~alcohol dehydrogenase (NAD) activity	3	4.838709677	0.00115551	"P00326, P11766, P08319"	62	5	5569	53.89354839	0.186944409	0.029132341	1.412720933
GOTERM_MF_DIRECT	GO:0008171~O-methyltransferase activity	3	4.838709677	0.00115551	"P46597, Q5T8I9, Q86VU5"	62	5	5569	53.89354839	0.186944409	0.029132341	1.412720933
PIR_SUPERFAMILY	PIRSF000384:phenylethanolamine N-methyltransferase	3	4.838709677	0.001499298	"O95050, P11086, P40261"	20	3	822	41.1	0.028105526	0.028105526	1.1181838
GAD_DISEASE	drug dependence	3	4.838709677	0.001594338	"P00326, P00325, P11766"	48	6	4450	46.35416667	0.420563176	0.103394872	2.151301723
KEGG_PATHWAY	hsa00071:Fatty acid degradation	4	6.451612903	0.00162358	"P00326, P00325, P11766, P08319"	32	25	3211	16.055	0.073526919	0.012647718	1.531514402
GOTERM_BP_DIRECT	GO:0006633~fatty acid biosynthetic process	4	6.451612903	0.002147572	"Q92506, Q9BV79, Q8N4T8, P49327"	62	24	5570	14.97311828	0.383516216	0.066769749	2.709188619
REACTOME_PATHWAY	R-HSA-2408508:R-HSA-2408508	3	4.838709677	0.002262053	"P50135, P40261, Q14749"	37	8	3881	39.33445946	0.121099044	0.062502823	2.219726149
KEGG_PATHWAY	hsa00982:Drug metabolism - cytochrome P450	4	6.451612903	0.005071459	"P00326, P00325, P11766, P08319"	32	37	3211	10.84797297	0.212557581	0.033561739	4.71447916
GOTERM_BP_DIRECT	GO:0006400~tRNA modification	3	4.838709677	0.006089567	"O14717, Q9UJA5, Q96FX7"	62	11	5570	24.50146628	0.746993844	0.157846251	7.506760102
GOTERM_MF_DIRECT	GO:0070402~NADPH binding	3	4.838709677	0.006091685	"Q8N4T8, P49327, O75828"	62	11	5569	24.49706745	0.665040743	0.127784102	7.243617742
REACTOME_PATHWAY	R-HSA-6782315:R-HSA-6782315	3	4.838709677	0.007098819	"O14717, Q9UJA5, Q96FX7"	37	14	3881	22.47683398	0.3337403	0.126597331	6.8180255
SMART	SM00650:rADc	2	3.225806452	0.007647111	"Q9UNQ2, Q9H5Q4"	15	2	3655	243.6666667	0.094976622	0.048672834	4.9553299
KEGG_PATHWAY	hsa00010:Glycolysis / Gluconeogenesis	4	6.451612903	0.008258869	"P00326, P00325, P11766, P08319"	32	44	3211	9.122159091	0.322793239	0.047554442	7.574767433
GOTERM_BP_DIRECT	GO:0006479~protein methylation	3	4.838709677	0.009865053	"Q8WXB1, Q9UIC8, Q5VZV1"	62	14	5570	19.25115207	0.89254228	0.219523671	11.89632754
GAD_DISEASE	alcohol	4	6.451612903	0.012202264	"P00326, P00325, P11086, P08319"	48	46	4450	8.061594203	0.984987083	0.503319039	15.40855631
OMIM_DISEASE	"103780~Alcohol dependence, protection against"	2	3.225806452	0.013071756	"P00326, P00325"	12	2	1678	139.8333333	0.157223317	0.157223317	8.342716693
GAD_DISEASE	alcohol dependence	3	4.838709677	0.016654891	"P00326, P00325, P11766"	48	19	4450	14.63815789	0.99679787	0.55981611	20.4602994
GAD_DISEASE	Head and Neck Neoplasms	3	4.838709677	0.016654891	"P00326, P00325, P08319"	48	19	4450	14.63815789	0.99679787	0.55981611	20.4602994
GAD_DISEASE	Alcoholism	8	12.90322581	0.018421588	"P00326, O60701, P00325, P50135, Q7Z624, P11766, P08319, Q12791"	48	261	4450	2.841634738	0.998268791	0.548358665	22.38608351
GAD_DISEASE	alcohol elimination	2	3.225806452	0.021014393	"P00326, P00325"	48	2	4450	92.70833333	0.999299357	0.553830721	25.13424643
GAD_DISEASE	alcoholism and alcoholic liver disease	2	3.225806452	0.021014393	"P00326, P00325"	48	2	4450	92.70833333	0.999299357	0.553830721	25.13424643
INTERPRO	"IPR008576:Protein of unknown function DUF858, methyltransferase-like"	2	3.225806452	0.021042814	"Q9BV86, Q5VVY1"	61	2	5673	93	0.888143563	0.180564765	21.12983682
INTERPRO	IPR002877:Ribosomal RNA methyltransferase FtsJ domain	2	3.225806452	0.021042814	"Q9UI43, Q8N1G2"	61	2	5673	93	0.888143563	0.180564765	21.12983682
INTERPRO	IPR014816:tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit GCD14	2	3.225806452	0.021042814	"Q96FX7, Q9BVS5"	61	2	5673	93	0.888143563	0.180564765	21.12983682
INTERPRO	"IPR020598:Ribosomal RNA adenine methylase transferase, N-terminal"	2	3.225806452	0.021042814	"Q9UNQ2, Q9H5Q4"	61	2	5673	93	0.888143563	0.180564765	21.12983682
INTERPRO	IPR001737:Ribosomal RNA adenine methylase transferase	2	3.225806452	0.021042814	"Q9UNQ2, Q9H5Q4"	61	2	5673	93	0.888143563	0.180564765	21.12983682
GOTERM_BP_DIRECT	GO:0006481~C-terminal protein methylation	2	3.225806452	0.021785061	"Q9UIC8, Q5T8I9"	62	2	5570	89.83870968	0.992957685	0.390783657	24.5265787
GOTERM_BP_DIRECT	GO:0006480~N-terminal protein amino acid methylation	2	3.225806452	0.021785061	"Q9BV86, Q5VVY1"	62	2	5570	89.83870968	0.992957685	0.390783657	24.5265787
GOTERM_MF_DIRECT	GO:0071885~N-terminal protein N-methyltransferase activity	2	3.225806452	0.021788952	"Q9BV86, Q5VVY1"	62	2	5569	89.82258065	0.980616648	0.354770344	23.74595113
GOTERM_MF_DIRECT	GO:0018423~protein C-terminal leucine carboxyl O-methyltransferase activity	2	3.225806452	0.021788952	"Q9UIC8, Q5T8I9"	62	2	5569	89.82258065	0.980616648	0.354770344	23.74595113
GOTERM_MF_DIRECT	GO:0047025~3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity	2	3.225806452	0.021788952	"Q92506, Q8N4T8"	62	2	5569	89.82258065	0.980616648	0.354770344	23.74595113
GOTERM_MF_DIRECT	GO:0008172~S-methyltransferase activity	2	3.225806452	0.021788952	"P46597, Q5T8I9"	62	2	5569	89.82258065	0.980616648	0.354770344	23.74595113
GOTERM_MF_DIRECT	GO:0008650~rRNA (uridine-2'-O-)-methyltransferase activity	2	3.225806452	0.021788952	"Q9UI43, Q5T8I9"	62	2	5569	89.82258065	0.980616648	0.354770344	23.74595113
REACTOME_PATHWAY	R-HSA-535734:R-HSA-535734	2	3.225806452	0.027577588	"Q92506, Q8N4T8"	37	3	3881	69.92792793	0.796889348	0.328674452	24.20930667
GAD_DISEASE	"Alcoholic Intoxication, Chronic|Drug Allergy"	2	3.225806452	0.03135889	"P00326, P00325"	48	3	4450	61.80555556	0.999981477	0.663665765	35.22558631
GAD_DISEASE	"Alcoholism|Carcinoma, Squamous Cell|Mouth Neoplasms"	2	3.225806452	0.03135889	"P00326, P00325"	48	3	4450	61.80555556	0.999981477	0.663665765	35.22558631
GAD_DISEASE	"medicamentosa-like dermatitis, trichloroethylene"	2	3.225806452	0.03135889	"P00326, P00325"	48	3	4450	61.80555556	0.999981477	0.663665765	35.22558631
GAD_DISEASE	"alcohol abuse cirrhosis, alcoholic pancreatitis, chronic"	2	3.225806452	0.03135889	"P00326, P00325"	48	3	4450	61.80555556	0.999981477	0.663665765	35.22558631
GAD_DISEASE	"Carcinoma, Squamous Cell|Mouth Neoplasms|Pharyngeal Neoplasms|Squamous cell carcinoma"	2	3.225806452	0.03135889	"P00326, P00325"	48	3	4450	61.80555556	0.999981477	0.663665765	35.22558631
GOTERM_BP_DIRECT	GO:0070475~rRNA base methylation	2	3.225806452	0.032501856	"Q86W50, Q96P11"	62	3	5570	59.89247312	0.999409416	0.49127843	34.43463174
GOTERM_BP_DIRECT	GO:0046498~S-adenosylhomocysteine metabolic process	2	3.225806452	0.032501856	"Q9Y6K1, Q14353"	62	3	5570	59.89247312	0.999409416	0.49127843	34.43463174
GOTERM_MF_DIRECT	GO:0047522~15-oxoprostaglandin 13-oxidase activity	2	3.225806452	0.032507629	"Q8N8N7, Q8N4Q0"	62	3	5569	59.88172043	0.997302811	0.446533763	33.41469191
GOTERM_MF_DIRECT	GO:0004090~carbonyl reductase (NADPH) activity	2	3.225806452	0.032507629	"O75828, P16152"	62	3	5569	59.88172043	0.997302811	0.446533763	33.41469191
GOTERM_MF_DIRECT	GO:0036132~13-prostaglandin reductase activity	2	3.225806452	0.032507629	"Q8N8N7, Q8N4Q0"	62	3	5569	59.88172043	0.997302811	0.446533763	33.41469191
GOTERM_MF_DIRECT	GO:0016429~tRNA (adenine-N1-)-methyltransferase activity	2	3.225806452	0.032507629	"Q96FX7, Q9BVS5"	62	3	5569	59.88172043	0.997302811	0.446533763	33.41469191
KEGG_PATHWAY	hsa00270:Cysteine and methionine metabolism	3	4.838709677	0.035258102	"Q9Y6K1, P19623, P52788"	32	31	3211	9.710685484	0.814935299	0.170929409	28.8894885
KEGG_PATHWAY	hsa00520:Amino sugar and nucleotide sugar metabolism	3	4.838709677	0.035258102	"Q14376, O60701, O60547"	32	31	3211	9.710685484	0.814935299	0.170929409	28.8894885
REACTOME_PATHWAY	R-HSA-351202:R-HSA-351202	2	3.225806452	0.036604717	"P19623, P52788"	37	4	3881	52.44594595	0.880640393	0.34631055	30.9017498
GAD_DISEASE	alcohol consumption	4	6.451612903	0.03692625	"P00326, P00325, P11766, P08319"	48	70	4450	5.297619048	0.99999742	0.689572333	40.11977922
GAD_DISEASE	Acquired Immunodeficiency Syndrome|Disease Progression	9	14.51612903	0.040366243	"Q9UI43, Q92506, Q9BV79, Q8N4T8, P49327, Q8N8N7, Q9H5Q4, Q8N4Q0, Q86VU5"	48	375	4450	2.225	0.999999241	0.690965312	42.97013545
GAD_DISEASE	Coronary Disease|Coronary heart disease|Diabetes mellitus	2	3.225806452	0.041596383	"P00326, P00325"	48	4	4450	46.35416667	0.999999511	0.672974106	43.95852392
GAD_DISEASE	"Alcoholic Liver Diseases|Alcoholism|Liver Diseases, Alcoholic"	2	3.225806452	0.041596383	"P00326, P00325"	48	4	4450	46.35416667	0.999999511	0.672974106	43.95852392
GAD_DISEASE	cirrhosis; pancreatitis; esophageal cancer	2	3.225806452	0.041596383	"P00326, P00325"	48	4	4450	46.35416667	0.999999511	0.672974106	43.95852392
GAD_DISEASE	"Alcoholism|Bone necrosis|Liver Cirrhosis|Osteonecrosis|Pancreatitis, Alcoholic"	2	3.225806452	0.041596383	"P00326, P00325"	48	4	4450	46.35416667	0.999999511	0.672974106	43.95852392
INTERPRO	IPR001525:C-5 cytosine methyltransferase	2	3.225806452	0.041650054	"Q9Y6K1, O14717"	61	4	5673	46.5	0.987497852	0.305910642	37.80020898
GAD_DISEASE	alcohol abuse	3	4.838709677	0.041810683	"P00326, P00325, P08319"	48	31	4450	8.971774194	0.999999547	0.647724568	44.12907647
GOTERM_BP_DIRECT	GO:0080009~mRNA methylation	2	3.225806452	0.043103146	"Q8N1G2, Q5T8I9"	62	4	5570	44.91935484	0.999950494	0.562255072	43.04341623
GOTERM_MF_DIRECT	GO:0004303~estradiol 17-beta-dehydrogenase activity	2	3.225806452	0.043110761	"Q92506, Q9BPX1"	62	4	5569	44.91129032	0.999624821	0.511834385	41.85889508
GOTERM_MF_DIRECT	GO:0003886~DNA (cytosine-5-)-methyltransferase activity	2	3.225806452	0.043110761	"Q9Y6K1, O14717"	62	4	5569	44.91129032	0.999624821	0.511834385	41.85889508
KEGG_PATHWAY	hsa00330:Arginine and proline metabolism	3	4.838709677	0.044055642	"P19623, Q14353, P52788"	32	35	3211	8.600892857	0.879681373	0.190842085	34.81540914
GAD_DISEASE	"cholesterol, HDL; lipoprotein"	2	3.225806452	0.051727955	"P00326, P00325"	48	5	4450	37.08333333	0.999999987	0.702099519	51.5156677
GAD_DISEASE	subtelomeric hypomethylation	2	3.225806452	0.051727955	"Q9Y6K1, O14717"	48	5	4450	37.08333333	0.999999987	0.702099519	51.5156677
GAD_DISEASE	alcohol dependency	2	3.225806452	0.051727955	"P00326, P00325"	48	5	4450	37.08333333	0.999999987	0.702099519	51.5156677
GOTERM_BP_DIRECT	GO:0046500~S-adenosylmethionine metabolic process	2	3.225806452	0.053590158	"Q14353, Q14749"	62	5	5570	35.93548387	0.999995852	0.614533197	50.5231187
GOTERM_BP_DIRECT	GO:0006555~methionine metabolic process	2	3.225806452	0.053590158	"P52788, Q14749"	62	5	5570	35.93548387	0.999995852	0.614533197	50.5231187
GOTERM_BP_DIRECT	GO:0006595~polyamine metabolic process	2	3.225806452	0.053590158	"P19623, P52788"	62	5	5570	35.93548387	0.999995852	0.614533197	50.5231187
GOTERM_MF_DIRECT	GO:0009008~DNA-methyltransferase activity	2	3.225806452	0.053599574	"Q9Y6K1, Q5T8I9"	62	5	5569	35.92903226	0.999947831	0.560339283	49.23346683
GOTERM_BP_DIRECT	GO:0006703~estrogen biosynthetic process	2	3.225806452	0.063964103	"Q92506, Q9BPX1"	62	6	5570	29.94623656	0.999999653	0.654355592	57.02165841
GOTERM_MF_DIRECT	GO:0004745~retinol dehydrogenase activity	2	3.225806452	0.063975279	"P00326, P08319"	62	6	5569	29.94086022	0.999992748	0.597608809	55.67374028
GAD_DISEASE	Cleft Lip|Cleft Palate	6	9.677419355	0.06979214	"P00326, P00325, P11766, P08319, P40261, Q14749"	48	211	4450	2.636255924	1	0.786991174	62.69622856
GAD_DISEASE	Esophageal Neoplasms	2	3.225806452	0.071677616	"P00326, P00325"	48	7	4450	26.48809524	1	0.77603698	63.71372101
GAD_DISEASE	"Liver Cirrhosis, Alcoholic|Pancreatitis, Alcoholic"	2	3.225806452	0.071677616	"P00326, P00325"	48	7	4450	26.48809524	1	0.77603698	63.71372101
GAD_DISEASE	Laryngeal neoplasm|Laryngeal Neoplasms	2	3.225806452	0.071677616	"P00326, P00325"	48	7	4450	26.48809524	1	0.77603698	63.71372101
GAD_DISEASE	"heart muscle disease, alcoholic"	2	3.225806452	0.071677616	"P00326, P00325"	48	7	4450	26.48809524	1	0.77603698	63.71372101
GAD_DISEASE	"Hypersensitivity, Immediate"	2	3.225806452	0.071677616	"P00326, P00325"	48	7	4450	26.48809524	1	0.77603698	63.71372101
REACTOME_PATHWAY	R-HSA-5365859:R-HSA-5365859	2	3.225806452	0.071905419	"P00326, P08319"	37	8	3881	26.22297297	0.985784652	0.507817406	52.27261567
GAD_DISEASE	cirrhosis; pancreatitis	2	3.225806452	0.091216322	"P00326, P00325"	48	9	4450	20.60185185	1	0.837538728	72.84645803
GOTERM_MF_DIRECT	GO:0042054~histone methyltransferase activity	2	3.225806452	0.094435686	"Q9BV86, Q8TEK3"	62	9	5569	19.96057348	0.999999981	0.718691747	70.49824068
REACTOME_PATHWAY	R-HSA-156581:R-HSA-156581	2	3.225806452	0.097552417	"P51580, P40261"	37	11	3881	19.07125307	0.997122249	0.566481536	63.8478924
