Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006260~DNA replication	3	27.27272727	0.011611247	"O43929, O43913, Q13415"	11	94	5570	16.16054159	0.688986331	0.153669631	12.15807701
GOTERM_MF_DIRECT	GO:0003688~DNA replication origin binding	2	18.18181818	0.0142842	"O43929, O43913"	11	8	5569	126.5681818	0.368962794	0.087966075	11.71544254
GOTERM_MF_DIRECT	GO:0001671~ATPase activator activity	2	18.18181818	0.017826434	"Q5JTV8, Q8NFQ8"	11	10	5569	101.2545455	0.437627951	0.091474152	14.42562092
GOTERM_BP_DIRECT	GO:0043967~histone H4 acetylation	2	18.18181818	0.023114196	"Q9Y230, Q9Y265"	11	13	5570	77.9020979	0.903532758	0.253469626	22.86121436
GOTERM_BP_DIRECT	GO:0031122~cytoplasmic microtubule organization	2	18.18181818	0.023114196	"O75351, Q6PIW4"	11	13	5570	77.9020979	0.903532758	0.253469626	22.86121436
GOTERM_MF_DIRECT	GO:0003678~DNA helicase activity	2	18.18181818	0.02663195	"Q9Y230, Q9Y265"	11	15	5569	67.5030303	0.578432838	0.116086964	20.84653256
INTERPRO	"IPR003960:ATPase, AAA-type, conserved site"	2	18.18181818	0.029588787	"O75351, Q6PIW4"	11	17	5673	60.67379679	0.434854441	0.090728903	20.15620879
GOTERM_BP_DIRECT	GO:0034504~protein localization to nucleus	2	18.18181818	0.031875447	"Q5JTV8, O14656"	11	18	5570	56.26262626	0.960814676	0.302281269	30.20153203
GOTERM_BP_DIRECT	GO:0032781~positive regulation of ATPase activity	2	18.18181818	0.031875447	"Q5JTV8, Q8NFQ8"	11	18	5570	56.26262626	0.960814676	0.302281269	30.20153203
GOTERM_BP_DIRECT	GO:0040008~regulation of growth	2	18.18181818	0.040565917	"Q9Y230, Q9Y265"	11	23	5570	44.03162055	0.984095712	0.339076153	36.84905931
GOTERM_BP_DIRECT	GO:0032508~DNA duplex unwinding	2	18.18181818	0.049186114	"Q9Y230, Q9Y265"	11	28	5570	36.16883117	0.993550121	0.367779865	42.86864445
GOTERM_MF_DIRECT	GO:0008092~cytoskeletal protein binding	2	18.18181818	0.049194754	"Q5JTV8, O14656"	11	28	5569	36.16233766	0.800964652	0.182728646	35.39665594
GOTERM_MF_DIRECT	GO:0051117~ATPase binding	2	18.18181818	0.062844487	"Q5JTV8, Q8NFQ8"	11	36	5569	28.12626263	0.874693599	0.20608354	43.00117991
GOTERM_MF_DIRECT	GO:0051082~unfolded protein binding	2	18.18181818	0.072965773	"Q9Y230, O14656"	11	42	5569	24.10822511	0.91147527	0.215294925	48.11732718
REACTOME_PATHWAY	R-HSA-3214847:R-HSA-3214847	2	18.18181818	0.073771986	"Q9Y230, Q9Y265"	6	59	3881	21.92655367	0.766847364	0.149375643	43.69206682
GOTERM_BP_DIRECT	GO:0006310~DNA recombination	2	18.18181818	0.076304379	"Q9Y230, Q9Y265"	11	44	5570	23.01652893	0.999642819	0.483891862	58.56253916
INTERPRO	"IPR012340:Nucleic acid-binding, OB-fold"	2	18.18181818	0.076609343	"Q9Y230, Q9Y265"	11	45	5673	22.92121212	0.78004996	0.194535707	44.97199944
GOTERM_BP_DIRECT	GO:0006338~chromatin remodeling	2	18.18181818	0.092897769	"Q9Y230, Q9Y265"	11	54	5570	18.75420875	0.999941706	0.527633889	66.11465859
