Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
BIOCARTA	h_intrinsicPathway:Intrinsic Prothrombin Activation Pathway	7	4.697986577	1.32E-05	"P00742, P00740, P04070, P03951, P03952, P00748, P00734"	32	21	1085	11.30208333	5.29E-04	2.64E-04	1.21E-02
BIOCARTA	h_plateletAppPathway:Platelet Amyloid Precursor Protein Pathway	6	4.026845638	1.50E-05	"P00750, P00740, P03951, P00749, P00747, P00734"	32	13	1085	15.64903846	5.99E-04	2.00E-04	1.37E-02
GOTERM_BP_DIRECT	GO:0022617~extracellular matrix disassembly	11	7.382550336	9.48E-07	"P08246, P08311, P20231, Q9Y5K2, P49862, P07477, P23946, P03952, Q15661, Q92743, P20151, P00747"	149	53	5570	7.758642522	6.64E-04	1.33E-04	1.43E-03
PIR_SUPERFAMILY	PIRSF001143:coagulation factor X	5	3.355704698	2.58E-05	"P00742, P00740, P04070, P22891, P08709"	42	5	822	19.57142857	8.52E-04	8.52E-04	2.26E-02
GOTERM_BP_DIRECT	GO:0006465~signal peptide processing	6	4.026845638	1.43E-06	"P00742, P00740, P04070, P22891, P00734, P08709"	149	9	5570	24.92170022	0.00100337	1.67E-04	2.16E-03
GOTERM_BP_DIRECT	GO:0006511~ubiquitin-dependent protein catabolic process	14	9.395973154	1.49E-06	"O75317, Q13107, Q9UHP3, O75604, P54578, Q9UK80, Q93008, Q93009, P40818, Q70CQ3, P45974, Q9P2H5, P62068, Q9NQC7"	149	98	5570	5.340364334	0.001046866	1.50E-04	2.25E-03
INTERPRO	IPR000742:Epidermal growth factor-like domain	11	7.382550336	1.12E-05	"O00187, P00742, P00750, P00740, P04070, P22891, Q04756, P00749, P00748, P08709, P00736"	149	70	5673	5.983029722	0.002322582	1.29E-04	1.41E-02
SMART	SM00042:CUB	6	4.026845638	6.04E-05	"O00187, P48740, P09871, P98073, Q9Y5Y6, P00736"	106	16	3655	12.93042453	0.003255589	4.66E-04	5.91E-02
SMART	SM00032:CCP	7	4.697986577	7.03E-05	"O00187, P48740, P00751, P00738, P09871, Q53HP3, Q5JP69, P06681, P00736"	106	26	3655	9.283381713	0.003787477	4.74E-04	6.88E-02
INTERPRO	"IPR018097:EGF-like calcium-binding, conserved site"	8	5.369127517	2.13E-05	"O00187, P48740, P00742, P00740, P04070, P09871, P08709, P00736"	149	34	5673	8.958547177	0.00441195	2.33E-04	2.68E-02
BIOCARTA	h_amiPathway:Acute Myocardial Infarction	6	4.026845638	1.20E-04	"P00742, P00750, P04070, P00747, P00734, P08709"	32	19	1085	10.70723684	0.004780137	0.001197182	1.10E-01
GOTERM_MF_DIRECT	GO:0008168~methyltransferase activity	9	6.040268456	1.62E-05	"Q9BV86, Q9UI43, Q8N6R0, O14717, Q9UIC8, Q14353, Q86W50, Q96CB9, P22087"	149	44	5569	7.645057962	0.004854131	5.41E-04	2.17E-02
INTERPRO	IPR000152:EGF-type aspartate/asparagine hydroxylation site	8	5.369127517	2.60E-05	"O00187, P00742, P00740, P04070, P22891, P09871, P08709, P00736"	149	35	5673	8.702588686	0.005392916	2.70E-04	0.032789174
INTERPRO	IPR000436:Sushi/SCR/CCP	7	4.697986577	4.26E-05	"O00187, P48740, P00751, P00738, P09871, Q53HP3, Q5JP69, P06681, P00736"	149	26	5673	10.25064533	0.008822063	4.22E-04	5.37E-02
GOTERM_MF_DIRECT	GO:0003724~RNA helicase activity	5	3.355704698	3.09E-05	"P26196, P42285, Q9BVA6, P17844, Q13206"	149	8	5569	23.35989933	0.009216754	9.26E-04	4.12E-02
GOTERM_BP_DIRECT	GO:0031167~rRNA methylation	5	3.355704698	1.57E-05	"Q9UI43, Q5T8I9, Q96CB9, Q9BVS5, P22087"	149	7	5570	26.70182167	0.010977744	0.001378854	2.37E-02
SMART	SM00181:EGF	9	6.040268456	2.07E-04	"O00187, P00742, P00740, P04070, P22891, Q04756, P00748, P08709, P00736"	106	58	3655	5.350520494	0.011096139	0.001239027	2.02E-01
INTERPRO	"IPR024175:Peptidase S1A, complement C1r/C1S/mannan-binding"	4	2.684563758	6.83E-05	"O00187, P48740, P09871, P00736"	149	4	5673	38.0738255	0.014104892	6.45E-04	8.61E-02
PIR_SUPERFAMILY	PIRSF001155:C1r-like complement-activating serine protease	4	2.684563758	4.46E-04	"O00187, P48740, P09871, P00736"	42	4	822	19.57142857	0.014620898	0.007337367	0.388820514
INTERPRO	IPR000859:CUB domain	6	4.026845638	7.36E-05	"O00187, P48740, P09871, P98073, Q9Y5Y6, P00736"	149	18	5673	12.69127517	0.015183916	6.65E-04	9.27E-02
GOTERM_BP_DIRECT	GO:0032259~methylation	8	5.369127517	2.39E-05	"Q8N6R0, P46597, P51580, Q14353, P50135, Q8N4J0, Q86VU5, Q14749"	1.49E+02	34	5570	8.795894197	0.016616513	1.86E-03	3.60E-02
GOTERM_MF_DIRECT	GO:0004197~cysteine-type endopeptidase activity	8	5.369127517	6.12E-05	"P40818, Q70CQ3, O75317, P45974, O75604, P54578, Q93008, Q93009"	149	39	5569	7.666838754	0.018194736	0.001667907	8.18E-02
GAD_DISEASE	warfarin sensitivity	6	4.026845638	1.83E-05	"P00742, P00740, P04070, P22891, P00734, P08709"	117	14	4450	16.3003663	0.019627941	0.019627941	2.92E-02
GOTERM_BP_DIRECT	"GO:0007597~blood coagulation, intrinsic pathway"	6	4.026845638	3.00E-05	"P00742, P00740, P03951, P03952, P00748, P00734"	149	15	5570	14.95302013	0.020801126	0.002099844	4.52E-02
INTERPRO	"IPR004589:DNA helicase, ATP-dependent, RecQ type"	4	2.684563758	1.67E-04	"P54132, P46063, O94761, O94762"	149	5	5673	30.4590604	0.034234916	0.001450391	0.211036309
GOTERM_BP_DIRECT	GO:0016485~protein processing	8	5.369127517	5.13E-05	"P08311, Q92876, P20160, P23946, P20718, P10144, P00748, P08709"	149	38	5570	7.870010597	0.035318585	0.003263515	7.73E-02
GOTERM_BP_DIRECT	GO:0030488~tRNA methylation	5	3.355704698	5.44E-05	"O14717, Q9UJA5, Q5T8I9, Q8TEA1, Q96FX7"	149	9	5570	20.76808352	0.037398128	0.003171242	8.20E-02
GOTERM_BP_DIRECT	GO:0042730~fibrinolysis	6	4.026845638	5.92E-05	"P00750, P03952, P00749, P00748, P00747, P00734"	149	17	5570	13.19384129	0.040640783	0.003186428	8.92E-02
GOTERM_BP_DIRECT	GO:0051919~positive regulation of fibrinolysis	4	2.684563758	7.21E-05	"P03951, P03952, P00748, P00747"	149	4	5570	37.38255034	0.049305226	0.003605073	1.09E-01
GOTERM_BP_DIRECT	GO:0032508~DNA duplex unwinding	7	4.697986577	7.39E-05	"Q8IYB8, P54132, O00571, P46063, P38935, O94761, O94762"	1.49E+02	28	5570	9.345637584	0.050468163	3.45E-03	1.11E-01
GOTERM_MF_DIRECT	GO:0043140~ATP-dependent 3'-5' DNA helicase activity	4	2.684563758	1.77E-04	"P54132, P46063, O94761, O94762"	149	5	5569	29.90067114	0.05168827	0.004412901	0.23612156
GOTERM_MF_DIRECT	GO:0009378~four-way junction helicase activity	4	2.684563758	1.77E-04	"P54132, P46063, O94761, O94762"	149	5	5569	29.90067114	0.05168827	0.004412901	0.23612156
GOTERM_MF_DIRECT	GO:0008173~RNA methyltransferase activity	4	2.684563758	3.47E-04	"Q5T8I9, Q96RS0, Q8TEA1, Q96P11"	149	6	5569	24.91722595	0.098850324	0.007974489	0.462552109
GOTERM_MF_DIRECT	GO:0008026~ATP-dependent helicase activity	5	3.355704698	3.90E-04	"P54132, P46063, P38935, O94761, O94762"	149	14	5569	13.3485139	0.110312868	0.008314202	0.519294421
GOTERM_BP_DIRECT	GO:0007596~blood coagulation	11	7.382550336	1.73E-04	"P00742, P00750, P00740, P04070, P22891, P24158, P03951, P00749, P00747, P00734, P08709"	149	94	5570	4.374553763	0.114209658	0.007551034	2.61E-01
SMART	SM00473:PAN_AP	3	2.013422819	0.002406837	"P14210, P26927, P00747"	106	3	3655	34.48113208	0.122015079	0.012928288	2.333065303
BIOCARTA	h_fibrinolysisPathway:Fibrinolysis Pathway	4	2.684563758	0.003906583	"P00750, P00749, P00747, P00734"	32	12	1085	11.30208333	0.144927769	0.030828665	3.51778065
BIOCARTA	h_extrinsicPathway:Extrinsic Prothrombin Activation Pathway	4	2.684563758	0.004980543	"P00742, P04070, P00734, P08709"	32	13	1085	10.43269231	0.181039551	0.032738679	4.465333556
GAD_DISEASE	"thrombosis, deep vein"	6	4.026845638	2.04E-04	"P00750, P04070, P03951, P00747, P00734, P08709"	117	22	4450	10.37296037	0.197961099	0.104433754	0.324830823
SMART	SM00058:FN1	3	2.013422819	0.004723388	"P00750, Q04756, P00748"	106	4	3655	25.86084906	0.225600387	0.022974451	4.532330782
SMART	SM00479:EXOIII	3	2.013422819	0.004723388	"O43414, Q96AZ6, Q9BQ50"	106	4	3655	25.86084906	0.225600387	0.022974451	4.532330782
GOTERM_MF_DIRECT	GO:0004003~ATP-dependent DNA helicase activity	5	3.355704698	8.70E-04	"P18074, P54132, O00571, P46063, P19447"	149	17	5569	10.9928938	0.229877486	0.017262969	1.156756515
KEGG_PATHWAY	hsa05322:Systemic lupus erythematosus	7	4.697986577	0.004280761	"P08246, P08311, O75367, P09871, Q53HP3, Q5JP69, Q9P0M6, P06681, P00736"	68	75	3211	4.407254902	0.268871719	0.099125015	4.379046636
REACTOME_PATHWAY	R-HSA-5357786:R-HSA-5357786	4	2.684563758	0.002231768	"Q13107, O75604, Q9UK80, Q9NQC7"	83	13	3881	14.38739574	0.276726607	0.052562839	2.617557408
REACTOME_PATHWAY	R-HSA-173736:R-HSA-173736	3	2.013422819	0.002574298	"P00751, P51124, P00746"	83	4	3881	35.06927711	0.311854175	0.051993103	3.013697341
INTERPRO	IPR001678:Bacterial Fmu (Sun)/eukaryotic nucleolar NOL1/Nop2p	3	2.013422819	0.001993575	"Q8TEA1, Q96P11, Q96CB9"	149	3	5673	38.0738255	0.339710923	0.01646603	2.485872026
INTERPRO	IPR023267:RNA (C5-cytosine) methyltransferase	3	2.013422819	0.001993575	"Q8TEA1, Q96P11, Q96CB9"	149	3	5673	38.0738255	0.339710923	0.01646603	2.49E+00
INTERPRO	IPR001940:Peptidase S1C	3	2.013422819	0.001993575	"O43464, P83110, Q92743"	149	3	5673	38.0738255	0.339710923	0.01646603	2.485872026
GOTERM_BP_DIRECT	GO:0031638~zymogen activation	4	2.684563758	5.95E-04	"P00740, P03952, P00748, P35030"	149	7	5570	21.36145733	0.341086714	0.024240386	8.94E-01
