Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	"IPR000629:RNA helicase, ATP-dependent, DEAD-box, conserved site"	11	26.82926829	2.53E-20	"P26196, Q86TM3, Q9H0S4, Q9UHI6, O00571, Q9NVP1, P17844, Q14240, Q13206, P38919, P60842"	41	13	5673	117.0787992	1.57E-18	3.13E-19	2.55E-17
GOTERM_MF_DIRECT	GO:0005524~ATP binding	30	73.17073171	6.75E-18	"P54132, O00571, Q14240, Q9Y2R4, P42285, Q86TM3, O75417, P38935, P38919, Q9UPY3, Q92900, O94761, O94762, Q9H611, P26196, Q8IYB8, Q9UHI6, P17844, P46063, Q9UMR2, Q13838, P19447, P60842, P18074, O95786, Q9H0S4, O43143, Q9NVP1, Q9UJV9, Q13206"	41	725	5569	5.620521447	7.63E-16	2.54E-16	7.67E-15
INTERPRO	IPR002589:Appr-1-p processing	9	21.95121951	2.60E-17	"Q8IXQ6, O75367, Q9BQ69, Q9Y530, Q9NXN4, A1Z1Q3, Q460N5, Q460N3, Q9P0M6"	41	9	5673	138.3658537	1.61E-15	2.69E-16	2.62E-14
SMART	SM00506:A1pp	9	21.95121951	3.45E-16	"Q8IXQ6, O75367, Q9BQ69, Q9Y530, Q9NXN4, A1Z1Q3, Q460N5, Q460N3, Q9P0M6"	37	9	3655	98.78378378	6.66E-15	3.33E-15	2.55E-13
GOTERM_MF_DIRECT	GO:0003676~nucleic acid binding	17	41.46341463	4.48E-13	"P26196, Q9UHI6, O00571, Q14240, P17844, Q9UMR2, P46063, Q9Y2R4, Q13838, P60842, Q9H0S4, O95786, Q9NVP1, Q9UJV9, P38919, O94761, O94762"	41	217	5569	10.64100259	5.06E-11	1.27E-11	5.09E-10
GOTERM_BP_DIRECT	GO:0032508~DNA duplex unwinding	8	19.51219512	6.02E-10	"Q9H611, Q8IYB8, P54132, O00571, P46063, P38935, O94761, O94762"	41	28	5570	38.81533101	1.64E-07	8.22E-08	7.93E-07
GOTERM_MF_DIRECT	GO:0003724~RNA helicase activity	5	12.19512195	1.57E-07	"P26196, P42285, O43143, P17844, Q13206"	41	8	5569	84.89329268	1.77E-05	3.54E-06	1.78E-04
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	17	41.46341463	3.47E-07	"Q8IYB8, P26196, O60306, O00571, P17844, Q14240, Q9Y2R4, Q13838, P60842, P42285, Q9H0S4, O43143, Q9NVP1, Q13206, Q9UJV9, P38919, Q92900"	41	541	5569	4.268202516	3.92E-05	6.53E-06	3.94E-04
GOTERM_BP_DIRECT	GO:0006310~DNA recombination	7	17.07317073	5.36E-07	"Q9H611, Q8IYB8, P54132, P46063, P38935, O94761, O94762"	41	44	5570	21.61308204	1.46E-04	4.88E-05	7.07E-04
INTERPRO	"IPR004589:DNA helicase, ATP-dependent, RecQ type"	4	9.756097561	3.22E-06	"P54132, P46063, O94761, O94762"	41	5	5673	110.6926829	1.99E-04	2.85E-05	0.003246295
GOTERM_MF_DIRECT	GO:0008026~ATP-dependent helicase activity	5	12.19512195	2.17E-06	"P54132, P46063, P38935, O94761, O94762"	41	14	5569	48.51045296	2.45E-04	3.50E-05	0.00246338
GOTERM_MF_DIRECT	GO:0003678~DNA helicase activity	5	12.19512195	2.94E-06	"Q9H611, Q8IYB8, P46063, P38935, O94762"	41	15	5569	45.27642276	3.33E-04	4.16E-05	0.003341769
GOTERM_MF_DIRECT	GO:0009378~four-way junction helicase activity	4	9.756097561	3.40E-06	"P54132, P46063, O94761, O94762"	41	5	5569	108.6634146	3.84E-04	4.27E-05	0.00386031
GOTERM_MF_DIRECT	GO:0043140~ATP-dependent 3'-5' DNA helicase activity	4	9.756097561	3.40E-06	"P54132, P46063, O94761, O94762"	41	5	5569	108.6634146	3.84E-04	4.27E-05	0.00386031
GOTERM_MF_DIRECT	GO:0004003~ATP-dependent DNA helicase activity	5	12.19512195	5.08E-06	"P18074, P54132, O00571, P46063, P19447"	41	17	5569	39.94978479	5.74E-04	5.74E-05	0.005766505
GOTERM_BP_DIRECT	GO:0006281~DNA repair	9	21.95121951	5.36E-06	"Q9H611, O75417, P54132, P46063, P38935, Q92900, O94761, O94762, P19447"	41	141	5570	8.671510119	0.001462415	3.66E-04	0.007060238
INTERPRO	"IPR002464:DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site"	4	9.756097561	3.77E-05	"P18074, O43143, P54132, O94762"	41	10	5673	55.34634146	0.002332743	2.92E-04	0.038006297
KEGG_PATHWAY	hsa03013:RNA transport	6	14.63414634	1.65E-04	"Q9UHI6, Q14240, P38919, Q92900, Q13838, P60842"	19	100	3211	10.14	0.003776764	0.003776764	0.130317976
GOTERM_MF_DIRECT	GO:0003677~DNA binding	14	34.14634146	6.54E-05	"Q8IYB8, O75367, P18074, O75417, P54132, Q9UHI6, O00571, Q9UJV9, P46063, P38935, Q92900, Q9P0M6, O94762, P19447"	41	545	5569	3.489192213	0.007366659	6.72E-04	0.074266946
PIR_SUPERFAMILY	PIRSF037942:core histone macro-H2A	2	4.87804878	0.007290379	"O75367, Q9P0M6"	4	2	822	205.5	0.021712077	0.021712077	2.277033583
GOTERM_MF_DIRECT	GO:0003725~double-stranded RNA binding	5	12.19512195	2.52E-04	"Q8IYB8, O95786, O43143, Q9UPY3, P60842"	41	44	5569	15.43514412	0.028065264	0.002369407	0.285625312
KEGG_PATHWAY	hsa03040:Spliceosome	5	12.19512195	0.001362463	"O60306, O43143, P17844, P38919, Q13838"	19	91	3211	9.285714286	0.030871456	0.015556734	1.074855948
GOTERM_MF_DIRECT	GO:0036310~annealing helicase activity	3	7.317073171	4.96E-04	"P54132, P46063, O94761"	41	5	5569	81.49756098	0.054547067	0.004305411	0.562021556
GOTERM_BP_DIRECT	GO:0042278~purine nucleoside metabolic process	3	7.317073171	2.99E-04	"Q9BQ69, Q9Y530, A1Z1Q3"	41	4	5570	101.8902439	0.078397703	0.016195715	0.393099179
GOTERM_MF_DIRECT	GO:0019213~deacetylase activity	3	7.317073171	7.41E-04	"Q9BQ69, Q9Y530, A1Z1Q3"	41	6	5569	67.91463415	0.080352323	0.005965325	0.838139077
REACTOME_PATHWAY	R-HSA-72163:R-HSA-72163	5	12.19512195	0.002020494	"P42285, O60306, O43143, P17844, P38919"	19	122	3881	8.371440897	0.13025492	0.13025492	2.065362707
REACTOME_PATHWAY	R-HSA-1169408:R-HSA-1169408	4	9.756097561	0.002315682	"O95786, Q14240, P38919, P60842"	19	59	3881	13.84834969	0.147828363	0.07686857	2.363858317
REACTOME_PATHWAY	R-HSA-429947:R-HSA-429947	3	7.317073171	0.002346397	"Q14240, P38919, P60842"	19	16	3881	38.29934211	0.149636739	0.052596839	2.394870976
GOTERM_BP_DIRECT	"GO:0000398~mRNA splicing, via spliceosome"	7	17.07317073	6.00E-04	"P42285, O60306, O43143, P17844, Q9UJV9, P38919, Q13838"	41	149	5570	6.382386643	0.151071209	0.026927475	0.787031881
GOTERM_MF_DIRECT	GO:0016887~ATPase activity	5	12.19512195	0.001487402	"P54132, O00571, Q14240, Q13838, P19447"	41	70	5569	9.702090592	0.154816541	0.011150801	1.675895495
GOTERM_BP_DIRECT	GO:0000733~DNA strand renaturation	3	7.317073171	7.41E-04	"P54132, P46063, O94761"	41	6	5570	67.92682927	0.183148055	0.028486031	0.971222997
INTERPRO	"IPR012317:Poly(ADP-ribose) polymerase, catalytic domain"	3	7.317073171	0.00360021	"Q8IXQ6, Q460N5, Q460N3"	41	13	5673	31.93058161	0.200377721	0.024540075	3.574267927
BIOCARTA	h_iresPathway:Internal Ribosome entry pathway	2	4.87804878	0.03190261	"Q14240, P60842"	6	7	1085	51.66666667	0.299981459	0.299981459	18.28852038
GOTERM_MF_DIRECT	GO:0003723~RNA binding	8	19.51219512	0.003359382	"Q8IYB8, Q86TM3, O00571, Q9NVP1, Q9UMR2, Q13206, P38935, Q92900"	41	280	5569	3.880836237	0.31630898	0.023485397	3.748692075
SMART	SM01178:SM01178	2	4.87804878	0.019604698	"Q9NVP1, Q13206"	37	2	3655	98.78378378	0.326985492	0.123655614	13.98872307
GOTERM_BP_DIRECT	GO:0000724~double-strand break repair via homologous recombination	4	9.756097561	0.002079132	"O75417, P54132, P46063, O94762"	41	36	5570	15.09485095	0.433452192	0.068560673	2.703982119
BIOCARTA	h_eifPathway:Eukaryotic protein translation	2	4.87804878	0.054187544	"Q14240, P60842"	6	12	1085	30.13888889	0.458179638	0.26391552	29.32301039
KEGG_PATHWAY	hsa03015:mRNA surveillance pathway	3	7.317073171	0.029876102	"P38919, Q92900, Q13838"	19	49	3211	10.34693878	0.502233496	0.207483056	21.37011923
INTERPRO	IPR025313:Domain of unknown function DUF4217	2	4.87804878	0.014053405	"Q9NVP1, Q13206"	41	2	5673	138.3658537	0.584175302	0.084009376	13.30950442
INTERPRO	IPR021171:Core histone macro-H2A	2	4.87804878	0.014053405	"O75367, Q9P0M6"	41	2	5673	138.3658537	0.584175302	0.084009376	13.30950442
REACTOME_PATHWAY	R-HSA-6781827:R-HSA-6781827	3	7.317073171	0.012940987	"P18074, O60306, P19447"	19	38	3881	16.12603878	0.592924296	0.201235425	12.5764327
GOTERM_MF_DIRECT	GO:0003950~NAD+ ADP-ribosyltransferase activity	3	7.317073171	0.007963233	"Q8IXQ6, Q460N5, Q460N3"	41	19	5569	21.44672657	0.594829499	0.051756506	8.678033152
BIOCARTA	h_mtorPathway:mTOR Signaling Pathway	2	4.87804878	0.097526291	"Q14240, P60842"	6	22	1085	16.43939394	0.676570115	0.313574542	47.23077535
GOTERM_BP_DIRECT	GO:0006260~DNA replication	5	12.19512195	0.004368414	"P54132, P38935, Q92900, O94761, O94762"	41	94	5570	7.226258433	0.697353382	0.124358769	5.603019631
REACTOME_PATHWAY	R-HSA-6781823:R-HSA-6781823	3	7.317073171	0.018639996	"P18074, O60306, P19447"	19	46	3881	13.3215103	0.727003913	0.228685876	17.64698483
GOTERM_MF_DIRECT	GO:0008094~DNA-dependent ATPase activity	3	7.317073171	0.011570599	"P18074, P38935, P19447"	41	23	5569	17.71686108	0.731552711	0.070456013	12.37834018
GAD_DISEASE_CLASS	RENAL	9	21.95121951	0.077568005	"Q86W56, P18074, O75417, A1Z1Q3, P54132, Q9NVP1, P17844, P38935, P19447"	28	764	4450	1.872195213	0.746554788	0.746554788	44.26773069
REACTOME_PATHWAY	R-HSA-6782135:R-HSA-6782135	3	7.317073171	0.021821929	"P18074, O60306, P19447"	19	50	3881	12.25578947	0.781809091	0.224099362	20.36101211
REACTOME_PATHWAY	R-HSA-6782210:R-HSA-6782210	3	7.317073171	0.021821929	"P18074, O60306, P19447"	19	50	3881	12.25578947	0.781809091	0.224099362	20.36101211
GAD_DISEASE_CLASS	INFECTION	11	26.82926829	0.088614239	"Q8IYB8, Q86W56, O60306, Q86TM3, O95786, O00571, P17844, Q13206, P38935, Q13838, P19447"	28	1065	4450	1.641515761	0.793491438	0.545567869	48.92322202
REACTOME_PATHWAY	R-HSA-72662:R-HSA-72662	2	4.87804878	0.022987526	"Q14240, P60842"	19	5	3881	81.70526316	0.79904098	0.2048594	21.33481206
GOTERM_BP_DIRECT	GO:0000289~nuclear-transcribed mRNA poly(A) tail shortening	3	7.317073171	0.006388751	"Q14240, P38919, P60842"	41	17	5570	23.97417504	0.82617812	0.160519825	8.094954208
SMART	SM00414:H2A	2	4.87804878	0.085322074	"O75367, Q9P0M6"	37	9	3655	21.95195195	0.831978843	0.35976267	49.27577604
INTERPRO	IPR006935:Helicase/UvrB domain	2	4.87804878	0.034773139	"Q92900, P19447"	41	5	5673	55.34634146	0.888564707	0.180845719	30.03391986
GOTERM_MF_DIRECT	GO:0008186~RNA-dependent ATPase activity	2	4.87804878	0.02139727	"P38935, Q13838"	41	3	5569	90.55284553	0.913198784	0.120708374	21.77554335
GAD_DISEASE	HIV Infections|[X]Human immunodeficiency virus disease	5	12.19512195	0.010338173	"Q86TM3, O00571, Q13206, P38935, P19447"	28	144	4450	5.518353175	0.921608195	0.921608195	12.59106313
GOTERM_BP_DIRECT	GO:0006406~mRNA export from nucleus	4	9.756097561	0.010562229	"Q9UMR2, P38919, Q92900, Q13838"	41	64	5570	8.490853659	0.944912071	0.231665055	13.05129365
GOTERM_MF_DIRECT	GO:0043141~ATP-dependent 5'-3' DNA helicase activity	2	4.87804878	0.028429988	"Q9H611, P38935"	41	4	5569	67.91463415	0.961578573	0.150372278	27.92622771
GOTERM_MF_DIRECT	GO:0000405~bubble DNA binding	2	4.87804878	0.028429988	"P54132, O94761"	41	4	5569	67.91463415	0.961578573	0.150372278	27.92622771
GOTERM_BP_DIRECT	GO:2000042~negative regulation of double-strand break repair via homologous recombination	2	4.87804878	0.014312366	"O75417, O94762"	41	2	5570	135.8536585	0.980464203	0.27960737	17.29299187
GOTERM_BP_DIRECT	GO:1901837~negative regulation of transcription of nuclear large rRNA transcript from RNA polymerase I promoter	2	4.87804878	0.014312366	"O75367, Q9P0M6"	41	2	5570	135.8536585	0.980464203	0.27960737	17.29299187
GOTERM_BP_DIRECT	GO:0007549~dosage compensation	2	4.87804878	0.014312366	"O75367, Q9P0M6"	41	2	5570	135.8536585	0.980464203	0.27960737	17.29299187
INTERPRO	IPR002119:Histone H2A	2	4.87804878	0.061740178	"O75367, Q9P0M6"	41	9	5673	30.74796748	0.980767604	0.280546412	47.43475585
GOTERM_MF_DIRECT	"GO:0016798~hydrolase activity, acting on glycosyl bonds"	2	4.87804878	0.03541342	"Q9BQ69, A1Z1Q3"	41	5	5569	54.33170732	0.982995756	0.17635356	33.59427272
GOTERM_MF_DIRECT	"GO:0016817~hydrolase activity, acting on acid anhydrides"	2	4.87804878	0.03541342	"Q8IYB8, O95786"	41	5	5569	54.33170732	0.982995756	0.17635356	33.59427272
GOTERM_MF_DIRECT	GO:0051880~G-quadruplex DNA binding	2	4.87804878	0.042347903	"Q9H611, P54132"	41	6	5569	45.27642276	0.992475506	0.199288175	38.81747374
REACTOME_PATHWAY	R-HSA-73772:R-HSA-73772	2	4.87804878	0.071815507	"P18074, P19447"	19	16	3881	25.53289474	0.994155232	0.474169333	53.65219155
REACTOME_PATHWAY	R-HSA-73863:R-HSA-73863	2	4.87804878	0.071815507	"P18074, P19447"	19	16	3881	25.53289474	0.994155232	0.474169333	53.65219155
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	4	9.756097561	0.019892437	"P42285, Q9H0S4, P38919, Q9Y2R4"	41	81	5570	6.708822644	0.995853028	0.344234528	23.2516482
GOTERM_BP_DIRECT	GO:0072757~cellular response to camptothecin	2	4.87804878	0.021393455	"P54132, O94762"	41	3	5570	90.56910569	0.997270924	0.344068842	24.78537068
GOTERM_BP_DIRECT	GO:1901990~regulation of mitotic cell cycle phase transition	2	4.87804878	0.021393455	"P18074, P19447"	41	3	5570	90.56910569	0.997270924	0.344068842	24.78537068
GOTERM_BP_DIRECT	GO:0051725~protein de-ADP-ribosylation	2	4.87804878	0.021393455	"Q9BQ69, A1Z1Q3"	41	3	5570	90.56910569	0.997270924	0.344068842	24.78537068
GOTERM_MF_DIRECT	GO:0035613~RNA stem-loop binding	2	4.87804878	0.056071356	"O00571, P38919"	41	8	5569	33.95731707	0.998527261	0.24686119	48.06598695
GOTERM_BP_DIRECT	GO:0045727~positive regulation of translation	3	7.317073171	0.025770384	"O00571, P38919, Q13838"	41	35	5570	11.6445993	0.99919732	0.378220832	29.09746562
GOTERM_MF_DIRECT	GO:0008143~poly(A) binding	2	4.87804878	0.062860989	"O00571, P38919"	41	9	5569	30.18428184	0.999348591	0.263379309	52.15302479
GOTERM_BP_DIRECT	GO:0008380~RNA splicing	4	9.756097561	0.02852482	"Q9H0S4, O43143, P38919, Q13838"	41	93	5570	5.843168109	0.999629442	0.389685701	31.692746
GOTERM_BP_DIRECT	GO:0035315~hair cell differentiation	2	4.87804878	0.035407151	"P18074, P19447"	41	5	5570	54.34146341	0.999946799	0.439489612	37.79861856
GOTERM_BP_DIRECT	GO:0071169~establishment of protein localization to chromatin	2	4.87804878	0.035407151	"O75367, Q9P0M6"	41	5	5570	54.34146341	0.999946799	0.439489612	37.79861856
GOTERM_BP_DIRECT	GO:0006302~double-strand break repair	3	7.317073171	0.036138473	"Q8IXQ6, O75417, O94761"	41	42	5570	9.703832753	0.999956749	0.427789979	38.41687748
GAD_DISEASE	esophageal cancer 	3	7.317073171	0.044661034	"P18074, Q9UHI6, Q9UPY3"	28	56	4450	8.514030612	0.999986241	0.996290693	44.65909528
GAD_DISEASE	"Carcinoma, Renal Cell|Kidney Neoplasms|Neoplasm Recurrence, Local|Renal Cell Carcinoma"	2	4.87804878	0.053346858	"Q9UHI6, Q9UPY3"	28	9	4450	35.31746032	0.999998532	0.988634499	50.83228964
GOTERM_BP_DIRECT	GO:0009650~UV protection	2	4.87804878	0.049225117	"P18074, P19447"	41	7	5570	38.81533101	0.999998964	0.515815186	48.56390612
GOTERM_BP_DIRECT	GO:0006974~cellular response to DNA damage stimulus	4	9.756097561	0.051928107	"Q9BQ69, O75417, A1Z1Q3, P54132"	41	118	5570	4.605208764	0.999999524	0.517070923	50.4568803
GOTERM_BP_DIRECT	GO:0045618~positive regulation of keratinocyte differentiation	2	4.87804878	0.062850018	"O75367, Q9P0M6"	41	9	5570	30.1897019	0.99999998	0.569950631	57.46894567
GAD_DISEASE	oral premalignant lesions	2	4.87804878	0.070512075	"P18074, Q9UPY3"	28	12	4450	26.48809524	0.999999983	0.988651725	61.20574911
GAD_DISEASE	Bladder Cancer	6	14.63414634	0.070810924	"P18074, O75417, P54132, Q9UHI6, O94761, P19447"	28	374	4450	2.549656226	0.999999985	0.972640972	61.36696234
GOTERM_BP_DIRECT	GO:0006283~transcription-coupled nucleotide-excision repair	3	7.317073171	0.066571587	"P18074, O60306, P19447"	41	59	5570	6.907813146	0.999999993	0.57466354	59.6404733
GAD_DISEASE	"Lymphoma, Non-Hodgkin|Lymphoma, Non-Hodgkin's"	3	7.317073171	0.091219418	"P18074, P54132, P19447"	28	84	4450	5.676020408	1	0.97987462	71.02265127
GAD_DISEASE	Urinalysis	2	4.87804878	0.092933357	"Q86W56, A1Z1Q3"	28	16	4450	19.86607143	1	0.967086667	71.72243795
GAD_DISEASE	"Chronic renal failure|Kidney Failure, Chronic"	7	17.07317073	0.09393344	"P18074, O75417, P54132, Q9NVP1, P17844, P38935, P19447"	28	531	4450	2.095103578	1	0.951243993	72.12352469
