#Internal_virprotID_A	str_temp	strl_neig_uni	str_neigh_pdb	sas	seqHomology
299611	5wx1_A	O92972	2f55_C	0.9	NoSeqHomolog
299611	2cjq_A	O93077	1yvf_A	0.9	NoSeqHomolog
299611	5wx1_A	O94761	5lst_A	1.8	NoSeqHomolog
299611	3eiq_A	O94762	5lba_D	1.5	seqHomolog
299611	2ykg_A	O95786	6gpg_A	0.4	seqHomolog
299611	1lvb_A	O97366	2olg_A	2.4	NoSeqHomolog
299611	1lvm_A	P00736	1gpz_B	2.1	NoSeqHomolog
299611	1lvm_A	P00738	4wjg_R	2.1	NoSeqHomolog
299611	1lvb_A	P00740	4zae_A	2.1	NoSeqHomolog
299611	1lvb_A	P00742	1iqi_A	2.2	NoSeqHomolog
299611	1lvb_A	P00743	1kig_H	2.3	NoSeqHomolog
299611	1lvb_A	P00746	4d9r_A	2.1	NoSeqHomolog
299611	1lvm_A	P00748	4xde_A	2.1	NoSeqHomolog
299611	1lvb_A	P00749	3oy5_U	2.1	NoSeqHomolog
299611	1lvb_A	P00750	1bda_B	2.2	NoSeqHomolog
299611	1lvm_A	P00751	5m6w_L	1.9	NoSeqHomolog
299611	1lvb_A	P00756	1sgf_G	2.0	NoSeqHomolog
299611	1lvm_A	P00757	1sgf_X	2.1	NoSeqHomolog
299611	1lvm_A	P00759	1ton_A	2.1	NoSeqHomolog
299611	1lvb_A	P00760	3qk1_A	2.1	NoSeqHomolog
299611	1lvm_A	P00761	1c9p_A	2.1	NoSeqHomolog
299611	1lvm_A	P00763	1slu_B	2.1	NoSeqHomolog
299611	1lvm_A	P00766	1cgi_E	2.2	NoSeqHomolog
299611	1lvm_A	P00770	3rp2_A	2.0	NoSeqHomolog
299611	1lvm_A	P00771	1azz_A	2.0	NoSeqHomolog
299611	1lvm_A	P00772	1qnj_A	2.0	NoSeqHomolog
299611	1lvm_A	P00775	3i78_A	1.9	NoSeqHomolog
299611	1lvm_A	P00776	5sga_E	2.1	NoSeqHomolog
299611	1lvm_A	P00777	2sgd_E	2.2	NoSeqHomolog
299611	5wx1_A	P03018	2is2_A	1.7	NoSeqHomolog
299611	2ckw_A	P03300	3ol7_A	0.7	NoSeqHomolog
299611	2ckw_A	P03303	1xr5_A	0.7	NoSeqHomolog
299611	1lvb_A	P03306	2wv5_A	1.5	NoSeqHomolog
299611	2ckw_A	P03311	4wyl_A	0.6	seqHomolog
299611	2ckw_A	P03313	4y2a_A	0.7	NoSeqHomolog
299611	2z83_A	P03314	1yks_A	0.9	seqHomolog
299611	2cjq_A	P03355	1qaj_A	1.9	NoSeqHomolog
299611	2ykg_A	P03694	4bij_C	2.2	NoSeqHomolog
299611	1lvm_A	P03951	5q0d_A	2.0	NoSeqHomolog
299611	1lvm_A	P03952	2anw_A	2.0	NoSeqHomolog
299611	1lvb_A	P03953	5fcr_C	2.1	NoSeqHomolog
299611	1lvm_A	P04070	1aut_C	2.1	NoSeqHomolog
299611	1lvb_A	P04517	1lvb_A	0.0	seqHomolog
299611	1lvb_A	P04936	2xya_A	1.6	NoSeqHomolog
299611	5wx1_A	P04993	5ld2_D	1.9	NoSeqHomolog
299611	1lvm_A	P05156	5o32_J	2.2	NoSeqHomolog
299611	2z83_A	P05769	2wv9_A	0.7	seqHomolog
299611	1lvm_A	P05805	1fon_A	2.0	NoSeqHomolog
299611	1lvm_A	P05981	1z8g_A	2.1	NoSeqHomolog
299611	1lvb_A	P06681	2i6s_A	2.2	NoSeqHomolog
299611	5wx1_A	P06839	5sva_Y	1.6	NoSeqHomolog
299611	1lvb_A	P06869	5lhn_A	2.1	NoSeqHomolog
299611	1lvm_A	P06870	1spj_A	2.1	NoSeqHomolog
299611	3eiq_A	P07271	5o6b_A	2.2	NoSeqHomolog
299611	1lvm_A	P07288	2zcl_P	2.1	NoSeqHomolog
299611	1lvm_A	P07477	1trn_A	2.1	NoSeqHomolog
299611	2z83_A	P07648	5mbv_C	2.4	NoSeqHomolog
299611	1lvb_A	P08001	1fiz_A	2.2	NoSeqHomolog
299611	1lvb_A	P08246	2z7f_E	2.1	NoSeqHomolog
299611	1lvb_A	P08311	1au8_A	2.1	NoSeqHomolog
299611	3eiq_A	P08394	1w36_B	2.1	NoSeqHomolog
299611	1lvb_A	P08419	1bru_P	2.1	NoSeqHomolog
299611	1lvb_A	P08617	2hal_A	1.5	NoSeqHomolog
299611	1lvb_A	P08709	2b7d_H	2.3	NoSeqHomolog
299611	1lvm_A	P08882	3g01_A	2.0	NoSeqHomolog
299611	1lvm_A	P08897	2hlc_B	1.9	NoSeqHomolog
299611	3eiq_A	P09052	2db3_A	0.9	seqHomolog
299611	1lvm_A	P09331	1exf_A	1.9	NoSeqHomolog
299611	1lvm_A	P09332	1qtf_A	1.8	NoSeqHomolog
299611	1lvm_A	P09814	3mmg_A	0.8	seqHomolog
299611	1lvb_A	P09871	1elv_A	2.3	NoSeqHomolog
299611	1lvm_A	P09872	2aiq_A	2.0	NoSeqHomolog
299611	5wx1_A	P09980	1uaa_A	1.8	NoSeqHomolog
299611	1khv_A	P0A3U0	5g2x_C	2.2	seqHomolog
299611	3eiq_A	P0A9P6	5gju_A	0.6	NoSeqHomolog
299611	1lvm_A	P0AEE3	3gcn_A	2.1	NoSeqHomolog
299611	1lvm_A	P0C0Q2	4jcn_A	1.7	NoSeqHomolog
299611	1lvm_A	P0C0V0	3otp_A	2.0	NoSeqHomolog
299611	1lvb_A	P0C6U2	1p9s_B	1.9	NoSeqHomolog
299611	1lvb_A	P0C6U3	3d23_C	2.0	NoSeqHomolog
299611	1lvb_A	P0C6U6	3tlo_A	2.0	NoSeqHomolog
299611	1lvb_A	P0C6U8	3aw1_A	1.9	NoSeqHomolog
299611	1lvb_A	P0C6V2	4f49_A	1.8	NoSeqHomolog
299611	1lvb_A	P0C6V5	2q6f_A	2.0	NoSeqHomolog
299611	1lvb_A	P0C6X7	1wof_B	2.0	NoSeqHomolog
299611	1lvb_A	P0C6Y3	2q6d_B	2.0	NoSeqHomolog
299611	1lvb_A	P0C6Y5	1p9u_B	1.8	NoSeqHomolog
299611	1khv_A	P0CK31	1n1h_A	1.7	NoSeqHomolog
299611	3eiq_A	P10081	2vsx_A	0.4	seqHomolog
299611	1lvb_A	P10144	1fq3_A	2.0	NoSeqHomolog
299611	5wx1_A	P10408	2vda_A	1.5	NoSeqHomolog
299611	5wx1_A	P10486	4be7_B	1.7	NoSeqHomolog
299611	3eiq_A	P11014	5hd9_A	2.4	seqHomolog
299611	2ckw_A	P11124	1hi1_A	1.1	NoSeqHomolog
299611	2ckw_A	P12296	4nz0_B	0.7	seqHomolog
299611	1lvb_A	P12544	1op8_A	2.1	NoSeqHomolog
299611	2ckw_A	P12916	1xr6_A	0.7	NoSeqHomolog
299611	1lvb_A	P13901	2cxv_A	1.5	NoSeqHomolog
299611	1lvb_A	P14210	4o3t_A	2.1	NoSeqHomolog
299611	2z83_A	P14335	2qeq_B	0.7	NoSeqHomolog
299611	5wx1_A	P15043	1oyw_A	1.5	NoSeqHomolog
299611	3eiq_A	P15424	4tyn_A	1.2	seqHomolog
299611	1lvm_A	P15636	4gpg_A	2.0	NoSeqHomolog
299611	5lj5_Q	P15938	5lj5_Q	0.0	seqHomolog
299611	1lvm_A	P16049	2eek_A	2.2	NoSeqHomolog
299611	2ckw_A	P16088	5ovn_A	2.2	NoSeqHomolog
299611	1lvb_A	P16293	1pfx_C	2.1	NoSeqHomolog
299611	3eiq_A	P17312	3cpe_A	2.1	NoSeqHomolog
299611	3eiq_A	P17844	4a4d_A	0.9	seqHomolog
299611	5wx1_A	P18074	5iy9_W	1.6	NoSeqHomolog
299611	1lvb_A	P18291	1fi8_A	2.1	NoSeqHomolog
299611	1lvm_A	P18965	3s9b_A	2.0	NoSeqHomolog
299611	5wx1_A	P19447	5iy7_V	1.4	NoSeqHomolog
299611	2cjq_A	P19711	1s4f_D	0.2	NoSeqHomolog
299611	4cbl_A	P19712	4cbl_A	0.0	seqHomolog
299611	5wx1_A	P19811	4n0n_A	2.0	NoSeqHomolog
299611	1lvb_A	P20151	4nfe_A	2.3	NoSeqHomolog
299611	1lvb_A	P20160	1fy3_A	2.2	NoSeqHomolog
299611	1lvm_A	P20231	2fww_D	2.0	NoSeqHomolog
299611	3eiq_A	P20449	3pew_A	0.9	seqHomolog
299611	2ykg_A	P20703	1rif_B	1.8	seqHomolog
299611	1lvb_A	P20718	4gaw_F	2.0	NoSeqHomolog
299611	3eiq_A	P21372	4ljy_A	0.9	seqHomolog
299611	5aor_A	P21507	2yjt_D	2.0	seqHomolog
299611	5wx1_A	P22082	5x0x_O	1.2	NoSeqHomolog
299611	2cjq_A	P22173	2yia_E	1.0	seqHomolog
299611	1lvm_A	P22891	3h5c_B	2.2	NoSeqHomolog
299611	3eiq_A	P23394	4w7s_B	1.0	seqHomolog
299611	3eiq_A	P23477	3u4q_B	2.2	NoSeqHomolog
299611	3eiq_A	P23478	3u44_A	2.1	NoSeqHomolog
299611	1lvm_A	P23946	4afq_B	1.9	NoSeqHomolog
299611	1lvm_A	P24158	1fuj_D	2.0	NoSeqHomolog
299611	5wx1_A	P24384	5mq0_V	1.1	NoSeqHomolog
299611	5aor_A	P24785	5aor_A	0.0	seqHomolog
299611	3eiq_A	P26196	1vec_B	0.6	seqHomolog
299611	2ckw_A	P26660	1yv2_A	0.9	NoSeqHomolog
299611	2cjq_A	P26661	3hvo_A	0.9	NoSeqHomolog
299611	2ckw_A	P26663	2who_A	0.9	NoSeqHomolog
299611	2cjq_A	P26664	3qgh_A	0.9	seqHomolog
299611	1lvb_A	P26927	4qt8_C	2.2	NoSeqHomolog
299611	2z83_A	P27395	2z83_A	0.0	seqHomolog
299611	1khv_A	P27410	1khv_A	0.0	seqHomolog
299611	2cjq_A	P27915	5ccv_B	0.6	NoSeqHomolog
299611	2cjq_A	P27958	2xi3_B	0.9	NoSeqHomolog
299611	5wx1_A	P28366	1m6n_A	1.4	NoSeqHomolog
299611	3eiq_A	P28905	3sxu_A	2.4	NoSeqHomolog
299611	4cbl_A	P29846	2zjo_A	0.9	NoSeqHomolog
299611	2ykg_A	P30771	2xzl_A	2.0	seqHomolog
299611	2ykg_A	P30958	2eyq_A	1.6	seqHomolog
299611	5aor_A	P31380	5gn1_A	1.9	NoSeqHomolog
299611	2ykg_A	P32270	3upu_A	2.2	seqHomolog
299611	5wx1_A	P32657	6g0l_M	1.6	NoSeqHomolog
299611	1lvb_A	P35030	5tp0_A	2.2	NoSeqHomolog
299611	1lvb_A	P35031	2tbs_A	2.2	NoSeqHomolog
299611	1lvm_A	P35033	1a0j_A	2.1	NoSeqHomolog
299611	1lvb_A	P35049	2g51_A	2.2	NoSeqHomolog
299611	2ykg_A	P35207	4buj_A	1.7	seqHomolog
299611	1lvm_A	P36368	1ao5_B	2.0	NoSeqHomolog
299611	5lj5_Q	P37024	6eud_A	1.3	NoSeqHomolog
299611	5wx1_A	P37954	3v4r_A	1.4	NoSeqHomolog
299611	3eiq_A	P38919	4c9b_A	0.5	seqHomolog
299611	5wx1_A	P38935	4b3f_X	1.8	NoSeqHomolog
299611	1lvm_A	P39099	3sti_A	1.9	NoSeqHomolog
299611	3eiq_A	P39517	4bru_A	0.7	seqHomolog
299611	5wx1_A	P40352	5vvr_M	1.4	NoSeqHomolog
299611	1lvm_A	P41140	2sfa_A	2.2	NoSeqHomolog
299611	5wx1_A	P42285	6d6q_M	1.6	NoSeqHomolog
299611	5wx1_A	P42305	2hjv_A	2.1	NoSeqHomolog
299611	3eiq_A	P46063	4u7d_C	1.5	seqHomolog
299611	5wx1_A	P47047	4u4c_A	1.6	NoSeqHomolog
299611	1lvb_A	P48740	4kkd_B	2.1	NoSeqHomolog
299611	1lvm_A	P49862	2qxg_B	2.0	NoSeqHomolog
299611	1lvm_A	P49863	1mzd_A	2.1	NoSeqHomolog
299611	1lvb_A	P51124	2zgj_A	2.1	NoSeqHomolog
299611	5lj5_Q	P53131	5i8q_A	1.3	seqHomolog
299611	3eiq_A	P54132	4cdg_B	1.5	seqHomolog
299611	5wx1_A	P56255	3pjr_A	2.0	NoSeqHomolog
299611	5wx1_A	P56981	2fdc_A	1.4	NoSeqHomolog
299611	5wx1_A	P60240	4s20_K	1.9	NoSeqHomolog
299611	3eiq_A	P60842	3eiq_A	0.0	seqHomolog
299611	1lvm_A	P72780	5t69_A	2.1	NoSeqHomolog
299611	3eiq_A	P76562	2zpa_A	2.3	seqHomolog
299611	1lvb_A	P80219	1euf_A	2.1	NoSeqHomolog
299611	1lvb_A	P83110	4ri0_B	2.0	NoSeqHomolog
299611	3eiq_A	P83699	1q0u_A	0.7	seqHomolog
299611	3rnv_A	P89509	3rnv_A	0.0	seqHomolog
299611	1lvb_A	P98072	1ekb_B	2.2	NoSeqHomolog
299611	1lvm_A	P98073	4dgj_D	2.1	NoSeqHomolog
299611	1lvb_A	P98119	1a5i_A	2.2	NoSeqHomolog
299611	5wx1_A	P9WGP3	4uaq_A	1.5	NoSeqHomolog
299611	5wx1_A	P9WGP5	1nl3_B	1.6	NoSeqHomolog
299611	1lvb_A	P9WHR9	3k6y_A	2.0	NoSeqHomolog
299611	5wx1_A	Q00416	5mzn_A	2.0	NoSeqHomolog
299611	4cbl_A	Q00578	5sva_Z	1.5	NoSeqHomolog
299611	3eiq_A	Q02ML8	5b7i_A	2.0	seqHomolog
299611	1lvb_A	Q04544	2iph_A	2.2	NoSeqHomolog
299611	1lvb_A	Q04756	2wub_A	2.1	NoSeqHomolog
299611	5wx1_A	Q05B79	5vhe_A	1.2	NoSeqHomolog
299611	1lvm_A	Q07006	1hpg_A	2.3	NoSeqHomolog
299611	3eiq_A	Q07478	5suq_A	0.9	NoSeqHomolog
299611	3eiq_A	Q08211	3llm_A	2.0	seqHomolog
299611	3eiq_A	Q09747	3fho_A	0.8	seqHomolog
299611	2ckw_A	Q0QEE0	2f8e_X	0.6	NoSeqHomolog
299611	2ckw_A	Q0QHL8	5cqg_A	1.7	NoSeqHomolog
299611	3eiq_A	Q13206	2pl3_A	0.8	seqHomolog
299611	3eiq_A	Q13838	1xtk_A	0.7	seqHomolog
299611	3eiq_A	Q14240	3bor_A	0.4	seqHomolog
299611	1lvm_A	Q15661	4mpu_B	2.0	NoSeqHomolog
299611	1lvm_A	Q16651	3e0n_B	2.1	NoSeqHomolog
299611	1lvb_A	Q1EFP6	2gt7_A	2.0	NoSeqHomolog
299611	2ckw_A	Q1PHW8	2ijd_1	0.7	seqHomolog
299611	1lvm_A	Q2FXC2	4mvn_A	1.8	NoSeqHomolog
299611	1lvm_A	Q2FXC3	2vid_B	1.9	NoSeqHomolog
299611	1lvm_A	Q2FXC4	2as9_A	1.9	NoSeqHomolog
299611	1lvm_A	Q2FXC5	4ink_A	2.0	NoSeqHomolog
299611	3uqs_A	Q2N379	4lq3_A	0.3	NoSeqHomolog
299611	2z83_A	Q2TN89	2vbc_A	1.1	NoSeqHomolog
299611	1lvb_A	Q2W8Q2	5hma_A	2.2	NoSeqHomolog
299611	2z83_A	Q2YHF0	2jlz_A	0.8	seqHomolog
299611	2z83_A	Q32ZD5	2v6j_A	0.6	seqHomolog
299611	2z83_A	Q32ZE1	5jps_A	0.5	seqHomolog
299611	1lvb_A	Q3HR18	1ym0_A	2.2	NoSeqHomolog
299611	1lvb_A	Q3ZN04	2w5e_E	1.9	NoSeqHomolog
299611	5wx1_A	Q47PJ0	4qqw_G	1.4	NoSeqHomolog
299611	1lvb_A	Q47SP5	2pfe_A	2.3	NoSeqHomolog
299611	5wx1_A	Q4JC68	3crw_1	1.6	NoSeqHomolog
299611	2ckw_A	Q50LE4	5i62_A	0.8	seqHomolog
