#Internal_virprotID_A	str_temp	strl_neig_uni	str_neigh_pdb	sas	seqHomology
307690	4v0r_A	P39367	1nkv_A	2.2	NoSeqHomolog
307690	2px2_A	P39485	3aut_A	2.4	NoSeqHomolog
307690	2px2_A	P40261	3rod_C	2.3	NoSeqHomolog
307690	2px2_A	P40288	1gee_B	2.4	NoSeqHomolog
307690	2px2_A	P43985	1im8_B	2.4	NoSeqHomolog
307690	5tmh_A	P44869	2ift_A	2.4	NoSeqHomolog
307690	2px2_A	P46597	4a6d_A	2.3	NoSeqHomolog
307690	4k6m_A	P46959	5erg_B	2.2	NoSeqHomolog
307690	2px2_A	P50135	1jqe_A	2.2	NoSeqHomolog
307690	2px2_A	P51580	2h11_B	2.4	NoSeqHomolog
307690	2px2_A	P52788	3c6m_A	2.1	NoSeqHomolog
307690	2px2_A	P53934	5x62_A	2.3	NoSeqHomolog
307690	2px2_A	P55135	2bh2_B	2.0	NoSeqHomolog
307690	4v0q_A	P58032	5jpq_W	2.0	NoSeqHomolog
307690	4k6m_A	P60390	3tka_A	2.4	NoSeqHomolog
307690	5ccv_A	P70998	1iy9_D	2.3	NoSeqHomolog
307690	5dto_A	P74712	3mer_A	2.3	NoSeqHomolog
307690	2px2_A	P75864	3v97_A	2.1	NoSeqHomolog
307690	5ccv_A	P75876	3c0k_A	2.2	NoSeqHomolog
307690	5ccv_A	P76273	2frx_C	2.0	NoSeqHomolog
307690	2px2_A	P76291	4qnx_B	2.2	NoSeqHomolog
307690	2px2_A	P90780	1yo6_A	2.4	NoSeqHomolog
307690	2px2_A	P95128	3p9n_A	2.2	NoSeqHomolog
307690	5tmh_A	P95748	3px2_A	2.4	NoSeqHomolog
307690	2px2_A	P97852	1gz6_B	2.4	NoSeqHomolog
307690	4k6m_A	P9WFZ1	1i9g_A	2.3	NoSeqHomolog
307690	5ccv_A	P9WJ63	5ks2_A	1.9	NoSeqHomolog
307690	2px2_A	P9WJZ7	5x7f_A	2.3	NoSeqHomolog
307690	5m2x_A	P9WPB3	1l1e_B	2.1	NoSeqHomolog
307690	5tmh_A	P9WPB5	1kpi_A	2.3	NoSeqHomolog
307690	5u0b_A	P9WPB7	1kp9_B	2.1	NoSeqHomolog
307690	4k6m_A	Q034N3	3bkx_A	2.4	NoSeqHomolog
307690	4v0r_A	Q04089	1u2z_C	2.3	NoSeqHomolog
307690	4v0r_A	Q04AV7	3grz_B	2.3	NoSeqHomolog
307690	5dto_A	Q05016	3rku_C	2.4	NoSeqHomolog
307690	2px2_A	Q06528	1tw3_B	2.2	NoSeqHomolog
307690	5m2x_A	Q0QEE0	2f8e_X	0.7	NoSeqHomolog
307690	5dto_A	Q0QHL8	3du6_A	1.6	NoSeqHomolog
307690	2px2_A	Q0WP12	3lcc_A	2.2	NoSeqHomolog
307690	2px2_A	Q0X0A7	4nec_B	2.3	NoSeqHomolog
307690	2px2_A	Q13GL4	5iz4_A	2.4	NoSeqHomolog
307690	5dto_A	Q14353	3orh_A	2.4	NoSeqHomolog
307690	2px2_A	Q186Y7	3ldu_A	2.1	NoSeqHomolog
307690	2px2_A	Q194Q4	4rvd_A	2.4	NoSeqHomolog
307690	2px2_A	Q19774	1xhl_A	2.4	NoSeqHomolog
307690	2px2_A	Q1GXX6	2py6_A	2.1	NoSeqHomolog
307690	5u0b_A	Q1PHW8	2ijd_1	0.8	NoSeqHomolog
307690	5u0b_A	Q1PIV4	2gaf_A	2.1	NoSeqHomolog
307690	4k6m_A	Q1RK29	4jxj_A	2.1	NoSeqHomolog
307690	2px2_A	Q22993	4ine_A	2.4	NoSeqHomolog
307690	4v0r_A	Q28960	1n5d_A	2.4	NoSeqHomolog
307690	4k6m_A	Q2GKC7	4oa8_B	2.2	NoSeqHomolog
307690	2px2_A	Q2K3F6	4e3z_B	2.4	NoSeqHomolog
307690	2px2_A	Q2MG72	5u1e_A	2.2	NoSeqHomolog
307690	4c11_B	Q2N379	4lq3_A	0.8	NoSeqHomolog
307690	5dto_A	Q2S3S9	5bxy_A	2.2	NoSeqHomolog
307690	2px2_A	Q2T5S0	5ufm_A	2.4	NoSeqHomolog
307690	5ccv_A	Q2T5S3	3mcz_B	2.1	NoSeqHomolog
307690	2px2_A	Q31QF3	4dmm_A	2.4	NoSeqHomolog
307690	5u0b_A	Q32ZE1	5tfr_A	0.0	seqHomolog
307690	2px2_A	Q333U7	5wmm_A	2.4	NoSeqHomolog
307690	4k6m_A	Q39YF0	3e05_C	2.1	NoSeqHomolog
307690	2px2_A	Q3JRK4	3slg_D	2.4	NoSeqHomolog
307690	2px2_A	Q3M3X1	3ggd_A	2.4	NoSeqHomolog
307690	2px2_A	Q3M5R2	3ege_A	2.3	NoSeqHomolog
307690	5ccv_A	Q3MCR9	3jwh_B	2.4	NoSeqHomolog
307690	4v0r_A	Q3MEY9	3ccf_A	2.4	NoSeqHomolog
307690	2px2_A	Q3SJX0	5epe_A	2.3	NoSeqHomolog
307690	5ccv_A	Q3Y1J9	3m4x_A	1.9	NoSeqHomolog
307690	4k6m_A	Q40313	1sus_D	2.2	NoSeqHomolog
307690	5tmh_A	Q49492	4xvy_B	2.4	NoSeqHomolog
307690	5tmh_A	Q4DA73	5b1s_A	2.2	NoSeqHomolog
307690	2px2_A	Q4Q7M2	1xtp_A	2.3	NoSeqHomolog
307690	2px2_A	Q50859	5log_A	2.2	NoSeqHomolog
307690	5tmh_A	Q50LE4	5i61_B	0.8	NoSeqHomolog
307690	2px2_A	Q54527	1qzz_A	2.3	NoSeqHomolog
307690	2px2_A	Q55467	4qdk_B	2.2	NoSeqHomolog
307690	5m2x_A	Q55813	3cbg_A	2.3	NoSeqHomolog
307690	5u0b_A	Q57836	2yxd_A	2.1	NoSeqHomolog
307690	2px2_A	Q58108	1g8s_A	2.1	NoSeqHomolog
307690	5ccv_A	Q58292	1dus_A	2.3	NoSeqHomolog
307690	2px2_A	Q58293	3ay0_A	2.0	NoSeqHomolog
307690	5u0b_A	Q58435	3gry_A	2.0	NoSeqHomolog
307690	4v0r_A	Q58952	3a27_A	2.2	NoSeqHomolog
307690	5dto_A	Q5C9L7	5icf_A	2.3	NoSeqHomolog
307690	4k6m_A	Q5E8L1	3pvz_A	2.4	NoSeqHomolog
307690	4v0r_A	Q5JID5	5e71_A	2.1	NoSeqHomolog
307690	2px2_A	Q5LES9	3kkz_B	2.2	NoSeqHomolog
307690	4v0r_A	Q5M2Z6	3mti_B	2.4	NoSeqHomolog
307690	2px2_A	Q5M3Z4	3hp7_A	1.8	NoSeqHomolog
307690	5tfr_A	Q5M500	3lkd_A	2.1	NoSeqHomolog
307690	2px2_A	Q5SI81	4dmg_A	2.1	NoSeqHomolog
307690	2px2_A	Q5SII2	3m6w_A	2.2	NoSeqHomolog
307690	4v0r_A	Q5SIT4	1wxw_A	2.0	NoSeqHomolog
307690	2px2_A	Q5SJD8	1wg8_B	2.2	NoSeqHomolog
307690	4v0r_A	Q5SJT0	1ws6_A	2.3	NoSeqHomolog
307690	4v0r_A	Q5SK28	1uir_A	2.1	NoSeqHomolog
307690	2px2_A	Q5SKW0	3dmh_A	2.2	NoSeqHomolog
307690	5tfr_A	Q5SM60	3fuw_A	2.0	NoSeqHomolog
307690	5u0b_A	Q5T8I9	4xcx_A	2.4	NoSeqHomolog
307690	4v0r_A	Q5UB51	4v0q_A	0.0	seqHomolog
307690	5tfr_A	Q5UEA2	4k4z_M	0.7	NoSeqHomolog
307690	2px2_A	Q5VVY1	5ubb_A	2.4	NoSeqHomolog
307690	4v0r_A	Q5VZV1	4mtl_A	2.4	NoSeqHomolog
307690	5tfr_A	Q5XAY9	2esr_A	2.2	NoSeqHomolog
307690	2px2_A	Q5ZT85	3r3h_A	2.2	NoSeqHomolog
307690	5m2x_A	Q5ZVZ2	2oo3_A	2.3	NoSeqHomolog
307690	4v0r_A	Q60343	3a4t_B	2.2	NoSeqHomolog
307690	5u0b_A	Q63X76	3uzu_A	2.2	NoSeqHomolog
307690	2px2_A	Q643C8	4m6x_A	2.2	NoSeqHomolog
307690	4v0r_A	Q68XQ5	5doo_B	2.2	NoSeqHomolog
307690	4hdg_A	Q69014	2uuw_A	0.8	NoSeqHomolog
307690	4k6m_A	Q6A562	5cx6_A	0.8	NoSeqHomolog
307690	2px2_A	Q6D6E7	2p7h_C	2.4	NoSeqHomolog
307690	2px2_A	Q6HDF0	3hnr_A	2.4	NoSeqHomolog
307690	2px2_A	Q6LY14	3dlc_A	2.3	NoSeqHomolog
307690	5dto_A	Q6N6X2	3e23_A	2.4	NoSeqHomolog
307690	5ccv_A	Q6NHA4	3hm2_A	2.3	NoSeqHomolog
307690	4k6m_A	Q6T1X6	2pk3_A	2.4	NoSeqHomolog
307690	5tmh_A	Q6T755	3ujb_B	2.1	NoSeqHomolog
307690	5m2x_A	Q6YI95	3c3y_A	2.3	NoSeqHomolog
307690	4c11_B	Q6YMS4	4c11_B	0.0	seqHomolog
307690	2px2_A	Q72IH5	3tma_A	2.0	NoSeqHomolog
307690	5ccv_A	Q739U3	3dul_A	2.2	NoSeqHomolog
307690	4k6m_A	Q74AD5	5bp7_C	2.3	NoSeqHomolog
307690	5ccv_A	Q74FR2	3c3p_A	2.4	NoSeqHomolog
307690	2px2_A	Q763K9	3frh_A	2.4	NoSeqHomolog
307690	2px2_A	Q79FX6	1tpy_A	2.1	NoSeqHomolog
307690	4v0q_A	Q79FX8	3ha5_A	2.1	NoSeqHomolog
307690	5tmh_A	Q7BJX9	3lu1_A	2.4	NoSeqHomolog
307690	4v0r_A	Q7D120	2ozv_A	2.4	NoSeqHomolog
307690	2px2_A	Q7M0R2	3lcu_A	2.4	NoSeqHomolog
307690	4v0q_A	Q7MPU6	3ufb_A	2.1	NoSeqHomolog
307690	2px2_A	Q7MVG6	3ll7_A	2.4	NoSeqHomolog
307690	5tfr_A	Q7T918	3gcz_A	0.3	seqHomolog
307690	2px2_A	Q7WBE0	3ocj_A	2.3	NoSeqHomolog
307690	4v0r_A	Q7Z624	4pwy_A	2.4	NoSeqHomolog
307690	4k6m_A	Q80J95	4nru_B	0.7	NoSeqHomolog
307690	4k6m_A	Q82122	1xr7_B	0.7	NoSeqHomolog
307690	2px2_A	Q831P8	2fhp_A	2.1	NoSeqHomolog
307690	5ccv_A	Q83AC2	3tqs_D	2.2	NoSeqHomolog
307690	5tfr_A	Q83D22	3tr6_A	2.4	NoSeqHomolog
307690	2px2_A	Q83WF2	3ssn_D	2.3	NoSeqHomolog
307690	2px2_A	Q83Y56	5fcd_B	2.4	NoSeqHomolog
307690	2px2_A	Q84BQ9	3cjq_A	2.1	NoSeqHomolog
307690	2px2_A	Q84HC8	3i5u_A	2.3	NoSeqHomolog
307690	5ccv_A	Q86VU5	2avd_A	2.4	NoSeqHomolog
307690	2px2_A	Q86W50	6du4_A	2.2	NoSeqHomolog
307690	2px2_A	Q87XG5	4p7c_A	2.2	NoSeqHomolog
307690	2px2_A	Q89Z59	2okc_A	2.1	NoSeqHomolog
307690	4v0r_A	Q8A3I2	3sxj_A	2.2	NoSeqHomolog
307690	4v0r_A	Q8DUW5	2b78_A	2.2	NoSeqHomolog
307690	2px2_A	Q8DVL0	3ldg_A	2.1	NoSeqHomolog
307690	2px2_A	Q8DZA6	3lec_A	2.4	NoSeqHomolog
307690	5m2x_A	Q8F8Y3	2hnk_C	2.4	NoSeqHomolog
307690	2px2_A	Q8GBB2	5c0o_E	2.3	NoSeqHomolog
307690	4v0q_A	Q8IEL9	2plw_A	1.6	NoSeqHomolog
307690	5ccv_A	Q8II73	2pt9_A	2.2	NoSeqHomolog
307690	5m2x_A	Q8ILT8	2h1r_B	2.0	NoSeqHomolog
307690	5dto_A	Q8JUX6	3trk_A	2.1	NoSeqHomolog
307690	5ccv_A	Q8JZM0	4gc9_A	2.2	NoSeqHomolog
307690	2px2_A	Q8KGE0	1x1d_A	2.2	NoSeqHomolog
307690	5tmh_A	Q8KN66	1sb8_A	2.4	NoSeqHomolog
307690	2px2_A	Q8KNE5	3lst_A	2.3	NoSeqHomolog
307690	2px2_A	Q8KZ94	3bus_A	2.2	NoSeqHomolog
307690	5ccv_A	Q8N1G2	4n49_A	1.4	NoSeqHomolog
307690	5ccv_A	Q8N4J0	5yf0_A	2.3	NoSeqHomolog
307690	5m2x_A	Q8N6R0	5wcj_A	2.3	NoSeqHomolog
307690	5tmh_A	Q8NR27	3gjy_A	2.2	NoSeqHomolog
307690	5ccv_A	Q8NRD3	3dr5_A	2.4	NoSeqHomolog
307690	2px2_A	Q8P5Q1	3e03_A	2.4	NoSeqHomolog
307690	4v0q_A	Q8PTS9	3dtn_A	2.3	NoSeqHomolog
307690	2px2_A	Q8PUK2	3sm3_A	2.2	NoSeqHomolog
307690	2px2_A	Q8PZR3	3khk_A	2.2	NoSeqHomolog
307690	5ccv_A	Q8QL64	2wa1_B	0.3	seqHomolog
307690	4c11_A	Q8QXN9	2im3_A	0.8	NoSeqHomolog
307690	5dto_A	Q8R9Q4	5ybb_A	2.1	NoSeqHomolog
307690	5dto_A	Q8SR66	1ri1_A	2.4	NoSeqHomolog
307690	5tmh_A	Q8SRR4	3q87_B	2.2	NoSeqHomolog
307690	5dto_A	Q8TEA1	5wwq_B	2.1	NoSeqHomolog
307690	5m2x_A	Q8TEK3	3sx0_A	2.3	NoSeqHomolog
307690	2px2_A	Q8U1U4	2qm3_A	2.2	NoSeqHomolog
307690	2px2_A	Q8U248	3tlj_A	2.1	NoSeqHomolog
307690	2px2_A	Q8U2I7	3evz_A	2.1	NoSeqHomolog
307690	4v0r_A	Q8U4G1	1mjf_B	2.1	NoSeqHomolog
307690	2px2_A	Q8U4M2	3nmu_F	2.1	NoSeqHomolog
307690	2px2_A	Q8UH15	2p35_A	2.3	NoSeqHomolog
307690	2px2_A	Q8WXB1	4lec_A	2.4	NoSeqHomolog
307690	2px2_A	Q8X9V6	4dq0_C	2.3	NoSeqHomolog
307690	5ccv_A	Q8XDG3	4htf_A	2.4	NoSeqHomolog
307690	5dto_A	Q8Y6U9	2f8l_A	2.1	NoSeqHomolog
307690	2px2_A	Q8ZPC3	2i6g_B	2.3	NoSeqHomolog
307690	2px2_A	Q914N6	3izx_A	2.1	NoSeqHomolog
307690	2px2_A	Q91L20	4uck_B	2.2	NoSeqHomolog
307690	2px2_A	Q948P7	6gkv_A	2.4	NoSeqHomolog
307690	5tfr_A	Q94M06	4gzk_A	1.0	NoSeqHomolog
307690	3vws_A	Q96662	2cjq_A	0.6	NoSeqHomolog
307690	2px2_A	Q96AZ1	4qpn_A	2.3	NoSeqHomolog
307690	4k6m_A	Q96FX7	5ccx_A	2.1	NoSeqHomolog
307690	4k6m_A	Q96P11	2b9e_A	1.9	NoSeqHomolog
307690	5m2x_A	Q96RS0	3gdh_B	2.0	NoSeqHomolog
307690	4k6m_A	Q97C13	3dou_A	1.5	NoSeqHomolog
307690	4v0r_A	Q97G40	2p8j_A	2.4	NoSeqHomolog
307690	2px2_A	Q97GJ5	1y8c_A	2.4	NoSeqHomolog
307690	4v0r_A	Q97R12	5xj1_A	2.2	NoSeqHomolog
307690	5tmh_A	Q98F67	3bkw_A	2.3	NoSeqHomolog
307690	5tfr_A	Q99315	4ol8_A	1.9	NoSeqHomolog
307690	5m2x_A	Q99AU2	2gc8_A	0.7	NoSeqHomolog
307690	4c11_B	Q99IB8	4wt9_A	0.7	NoSeqHomolog
307690	2px2_A	Q9ALM7	4pne_A	2.2	NoSeqHomolog
307690	4k6m_A	Q9ALM9	5i10_A	2.4	NoSeqHomolog
307690	5ccv_A	Q9AQ22	3ofk_C	2.2	NoSeqHomolog
307690	2px2_A	Q9AXT8	4ft4_A	2.4	NoSeqHomolog
307690	5ccv_A	Q9BV86	5cve_A	2.2	NoSeqHomolog
307690	4k6m_A	Q9BVS5	2b25_A	2.2	NoSeqHomolog
307690	5u0b_A	Q9BY49	1yxm_A	2.4	NoSeqHomolog
307690	2px2_A	Q9C5Q8	3htx_D	2.3	NoSeqHomolog
307690	5ccv_A	Q9CH80	3opn_A	1.9	NoSeqHomolog
307690	2px2_A	Q9E3W0	5zvt_W	1.9	NoSeqHomolog
307690	5ccv_A	Q9F1Y5	3vc1_D	2.2	NoSeqHomolog
307690	5tmh_A	Q9F8T9	5m58_A	2.3	NoSeqHomolog
307690	5ccv_A	Q9FLN8	3b5i_A	2.4	NoSeqHomolog
307690	5tmh_A	Q9FR44	5wp4_A	2.2	NoSeqHomolog
307690	5m2x_A	Q9HGR1	4ymh_B	2.3	NoSeqHomolog
307690	2px2_A	Q9HIL9	1ne2_A	2.2	NoSeqHomolog
307690	2px2_A	Q9HWH2	2ip2_B	2.4	NoSeqHomolog
